BlockId,Label
zk_win_0000172,Anomaly
zk_win_0000173,Anomaly
zk_win_0000174,Normal
zk_win_0000175,Normal
zk_win_0000176,Normal
zk_win_0000177,Normal
zk_win_0000178,Normal
zk_win_0000179,Normal
zk_win_0000180,Normal
zk_win_0000181,Normal
zk_win_0000182,Normal
zk_win_0000183,Normal
zk_win_0000184,Normal
zk_win_0000185,Normal
zk_win_0000186,Normal
zk_win_0000187,Normal
zk_win_0000188,Normal
zk_win_0000189,Normal
zk_win_0000190,Normal
zk_win_0000191,Normal
zk_win_0000192,Normal
zk_win_0000193,Normal
zk_win_0000194,Normal
zk_win_0000195,Normal
zk_win_0000196,Normal
zk_win_0000197,Normal
zk_win_0000198,Normal
zk_win_0000199,Normal
zk_win_0000200,Anomaly
zk_win_0000201,Anomaly
zk_win_0000202,Anomaly
zk_win_0000203,Anomaly
zk_win_0000204,Anomaly
zk_win_0000205,Anomaly
zk_win_0000206,Anomaly
zk_win_0000207,Anomaly
zk_win_0000208,Anomaly
zk_win_0000209,Anomaly
zk_win_0000210,Anomaly
zk_win_0000211,Anomaly
zk_win_0000212,Anomaly
zk_win_0000213,Anomaly
zk_win_0000214,Anomaly
zk_win_0000215,Anomaly
zk_win_0000216,Normal
zk_win_0000217,Normal
zk_win_0000218,Normal
zk_win_0000219,Normal
zk_win_0000220,Normal
zk_win_0000221,Normal
zk_win_0000222,Normal
zk_win_0000223,Normal
zk_win_0000224,Normal
zk_win_0000225,Normal
zk_win_0000226,Normal
zk_win_0000227,Normal
zk_win_0000228,Normal
zk_win_0000229,Normal
zk_win_0000230,Normal
zk_win_0000231,Normal
zk_win_0000232,Normal
zk_win_0000233,Normal
zk_win_0000234,Normal
zk_win_0000235,Normal
zk_win_0000236,Normal
zk_win_0000237,Normal
zk_win_0000238,Normal
zk_win_0000239,Normal
zk_win_0000240,Normal
zk_win_0000241,Normal
zk_win_0000242,Anomaly
zk_win_0000243,Anomaly
zk_win_0000244,Anomaly
zk_win_0000245,Anomaly
zk_win_0000246,Anomaly
zk_win_0000247,Anomaly
zk_win_0000248,Anomaly
zk_win_0000249,Anomaly
zk_win_0000250,Anomaly
zk_win_0000251,Anomaly
zk_win_0000252,Anomaly
zk_win_0000253,Anomaly
zk_win_0000254,Anomaly
zk_win_0000255,Anomaly
zk_win_0000256,Anomaly
zk_win_0000257,Normal
zk_win_0000258,Normal
zk_win_0000259,Normal
zk_win_0000260,Normal
zk_win_0000261,Normal
zk_win_0000262,Normal
zk_win_0000263,Normal
zk_win_0000264,Normal
zk_win_0000265,Normal
zk_win_0000266,Normal
zk_win_0000267,Normal
zk_win_0000268,Normal
zk_win_0000269,Normal
zk_win_0000270,Normal
zk_win_0000271,Normal
zk_win_0000272,Normal
zk_win_0000273,Normal
zk_win_0000274,Normal
zk_win_0000275,Normal
zk_win_0000276,Normal
zk_win_0000277,Normal
zk_win_0000278,Normal
zk_win_0000279,Normal
zk_win_0000280,Normal
zk_win_0000281,Normal
zk_win_0000282,Normal
zk_win_0000283,Normal
zk_win_0000284,Normal
zk_win_0000285,Anomaly
zk_win_0000286,Anomaly
zk_win_0000287,Anomaly
zk_win_0000288,Anomaly
zk_win_0000289,Anomaly
zk_win_0000290,Anomaly
zk_win_0000291,Anomaly
zk_win_0000292,Anomaly
zk_win_0000293,Anomaly
zk_win_0000294,Anomaly
zk_win_0000295,Anomaly
zk_win_0000296,Anomaly
zk_win_0000297,Anomaly
zk_win_0000298,Anomaly
zk_win_0000299,Anomaly
zk_win_0000300,Normal
zk_win_0000301,Normal
zk_win_0000302,Normal
zk_win_0000303,Normal
zk_win_0000304,Normal
zk_win_0000305,Normal
zk_win_0000306,Normal
zk_win_0000307,Normal
zk_win_0000308,Normal
zk_win_0000309,Normal
zk_win_0000310,Normal
zk_win_0000311,Normal
zk_win_0000312,Normal
zk_win_0000313,Normal
zk_win_0000314,Normal
zk_win_0000315,Normal
zk_win_0000316,Normal
zk_win_0000317,Normal
zk_win_0000318,Normal
zk_win_0000319,Normal
zk_win_0000320,Normal
zk_win_0000321,Normal
zk_win_0000322,Normal
zk_win_0000323,Normal
zk_win_0000324,Normal
zk_win_0000325,Normal
zk_win_0000326,Anomaly
zk_win_0000327,Anomaly
zk_win_0000328,Anomaly
zk_win_0000329,Anomaly
zk_win_0000330,Anomaly
zk_win_0000331,Anomaly
zk_win_0000332,Anomaly
zk_win_0000333,Anomaly
zk_win_0000334,Anomaly
zk_win_0000335,Anomaly
zk_win_0000336,Anomaly
zk_win_0000337,Anomaly
zk_win_0000338,Anomaly
zk_win_0000339,Anomaly
zk_win_0000340,Anomaly
zk_win_0000341,Normal
zk_win_0000342,Normal
zk_win_0000343,Normal
zk_win_0000344,Normal
zk_win_0000345,Normal
zk_win_0000346,Normal
zk_win_0000347,Normal
zk_win_0000348,Normal
zk_win_0000349,Normal
zk_win_0000350,Normal
zk_win_0000351,Normal
zk_win_0000352,Normal
zk_win_0000353,Normal
zk_win_0000354,Normal
zk_win_0000355,Normal
zk_win_0000356,Normal
zk_win_0000357,Normal
zk_win_0000358,Normal
zk_win_0000359,Normal
zk_win_0000360,Normal
zk_win_0000361,Normal
zk_win_0000362,Normal
zk_win_0000363,Normal
zk_win_0000364,Normal
zk_win_0000365,Normal
zk_win_0000366,Normal
zk_win_0000367,Normal
zk_win_0000368,Anomaly
zk_win_0000369,Anomaly
zk_win_0000370,Anomaly
zk_win_0000371,Anomaly
zk_win_0000372,Anomaly
zk_win_0000373,Anomaly
zk_win_0000374,Anomaly
zk_win_0000375,Anomaly
zk_win_0000376,Anomaly
zk_win_0000377,Anomaly
zk_win_0000378,Anomaly
zk_win_0000379,Anomaly
zk_win_0000380,Anomaly
zk_win_0000381,Anomaly
zk_win_0000382,Anomaly
zk_win_0000383,Anomaly
zk_win_0000384,Normal
zk_win_0000385,Normal
zk_win_0000386,Normal
zk_win_0000387,Normal
zk_win_0000388,Normal
zk_win_0000389,Normal
zk_win_0000390,Normal
zk_win_0000391,Normal
zk_win_0000392,Normal
zk_win_0000393,Normal
zk_win_0000394,Normal
zk_win_0000395,Normal
zk_win_0000396,Normal
zk_win_0000397,Normal
zk_win_0000398,Normal
zk_win_0000399,Normal
zk_win_0000400,Normal
zk_win_0000401,Normal
zk_win_0000402,Normal
zk_win_0000403,Normal
zk_win_0000404,Normal
zk_win_0000405,Normal
zk_win_0000406,Normal
zk_win_0000407,Normal
zk_win_0000408,Normal
zk_win_0000409,Normal
zk_win_0000410,Anomaly
zk_win_0000411,Anomaly
zk_win_0000412,Anomaly
zk_win_0000413,Anomaly
zk_win_0000414,Anomaly
zk_win_0000415,Anomaly
zk_win_0000416,Anomaly
zk_win_0000417,Anomaly
zk_win_0000418,Anomaly
zk_win_0000419,Anomaly
zk_win_0000420,Anomaly
zk_win_0000421,Anomaly
zk_win_0000422,Anomaly
zk_win_0000423,Anomaly
zk_win_0000424,Anomaly
zk_win_0000425,Normal
zk_win_0000426,Normal
zk_win_0000427,Normal
zk_win_0000428,Normal
zk_win_0000429,Normal
zk_win_0000430,Normal
zk_win_0000431,Normal
zk_win_0000432,Normal
zk_win_0000433,Normal
zk_win_0000434,Normal
zk_win_0000435,Normal
zk_win_0000436,Normal
zk_win_0000437,Normal
zk_win_0000438,Normal
zk_win_0000439,Normal
zk_win_0000440,Normal
zk_win_0000441,Normal
zk_win_0000442,Normal
zk_win_0000443,Normal
zk_win_0000444,Normal
zk_win_0000445,Normal
zk_win_0000446,Normal
zk_win_0000447,Normal
zk_win_0000448,Normal
zk_win_0000449,Normal
zk_win_0000450,Normal
zk_win_0000451,Normal
zk_win_0000452,Anomaly
zk_win_0000453,Anomaly
zk_win_0000454,Anomaly
zk_win_0000455,Anomaly
zk_win_0000456,Anomaly
zk_win_0000457,Anomaly
zk_win_0000458,Anomaly
zk_win_0000459,Anomaly
zk_win_0000460,Anomaly
zk_win_0000461,Anomaly
zk_win_0000462,Anomaly
zk_win_0000463,Anomaly
zk_win_0000464,Anomaly
zk_win_0000465,Anomaly
zk_win_0000466,Anomaly
zk_win_0000467,Anomaly
zk_win_0000468,Normal
zk_win_0000469,Normal
zk_win_0000470,Normal
zk_win_0000471,Normal
zk_win_0000472,Normal
zk_win_0000473,Normal
zk_win_0000474,Normal
zk_win_0000475,Normal
zk_win_0000476,Normal
zk_win_0000477,Normal
zk_win_0000478,Normal
zk_win_0000479,Normal
zk_win_0000480,Normal
zk_win_0000481,Normal
zk_win_0000482,Normal
zk_win_0000483,Normal
zk_win_0000484,Normal
zk_win_0000485,Normal
zk_win_0000486,Normal
zk_win_0000487,Normal
zk_win_0000488,Normal
zk_win_0000489,Normal
zk_win_0000490,Normal
zk_win_0000491,Normal
zk_win_0000492,Normal
zk_win_0000493,Normal
zk_win_0000494,Normal
zk_win_0000495,Anomaly
zk_win_0000496,Anomaly
zk_win_0000497,Anomaly
zk_win_0000498,Anomaly
zk_win_0000499,Anomaly
zk_win_0000500,Anomaly
zk_win_0000501,Anomaly
zk_win_0000502,Anomaly
zk_win_0000503,Anomaly
zk_win_0000504,Anomaly
zk_win_0000505,Anomaly
zk_win_0000506,Anomaly
zk_win_0000507,Anomaly
zk_win_0000508,Anomaly
zk_win_0000509,Anomaly
zk_win_0000510,Normal
zk_win_0000511,Normal
zk_win_0000512,Normal
zk_win_0000513,Normal
zk_win_0000514,Normal
zk_win_0000515,Normal
zk_win_0000516,Normal
zk_win_0000517,Normal
zk_win_0000518,Normal
zk_win_0000519,Normal
zk_win_0000520,Normal
zk_win_0000521,Normal
zk_win_0000522,Normal
zk_win_0000523,Normal
zk_win_0000524,Normal
zk_win_0000525,Normal
zk_win_0000526,Normal
zk_win_0000527,Normal
zk_win_0000528,Normal
zk_win_0000529,Normal
zk_win_0000530,Normal
zk_win_0000531,Normal
zk_win_0000532,Normal
zk_win_0000533,Normal
zk_win_0000534,Normal
zk_win_0000535,Normal
zk_win_0000536,Normal
zk_win_0000537,Anomaly
zk_win_0000538,Anomaly
zk_win_0000539,Anomaly
zk_win_0000540,Anomaly
zk_win_0000541,Anomaly
zk_win_0000542,Anomaly
zk_win_0000543,Anomaly
zk_win_0000544,Anomaly
zk_win_0000545,Anomaly
zk_win_0000546,Anomaly
zk_win_0000547,Anomaly
zk_win_0000548,Anomaly
zk_win_0000549,Anomaly
zk_win_0000550,Anomaly
zk_win_0000551,Normal
zk_win_0000552,Normal
zk_win_0000553,Normal
zk_win_0000554,Normal
zk_win_0000555,Normal
zk_win_0000556,Normal
zk_win_0000557,Normal
zk_win_0000558,Normal
zk_win_0000559,Normal
zk_win_0000560,Normal
zk_win_0000561,Normal
zk_win_0000562,Normal
zk_win_0000563,Normal
zk_win_0000564,Normal
zk_win_0000565,Normal
zk_win_0000566,Normal
zk_win_0000567,Normal
zk_win_0000568,Normal
zk_win_0000569,Normal
zk_win_0000570,Normal
zk_win_0000571,Normal
zk_win_0000572,Normal
zk_win_0000573,Normal
zk_win_0000574,Normal
zk_win_0000575,Normal
zk_win_0000576,Normal
zk_win_0000577,Normal
zk_win_0000578,Anomaly
zk_win_0000579,Anomaly
zk_win_0000580,Anomaly
zk_win_0000581,Anomaly
zk_win_0000582,Anomaly
zk_win_0000583,Anomaly
zk_win_0000584,Anomaly
zk_win_0000585,Anomaly
zk_win_0000586,Anomaly
zk_win_0000587,Anomaly
zk_win_0000588,Anomaly
zk_win_0000589,Anomaly
zk_win_0000590,Anomaly
zk_win_0000591,Anomaly
zk_win_0000592,Anomaly
zk_win_0000593,Normal
zk_win_0000594,Normal
zk_win_0000595,Normal
zk_win_0000596,Normal
zk_win_0000597,Normal
zk_win_0000598,Normal
zk_win_0000599,Normal
zk_win_0000600,Normal
zk_win_0000601,Normal
zk_win_0000602,Normal
zk_win_0000603,Normal
zk_win_0000604,Normal
zk_win_0000605,Normal
zk_win_0000606,Normal
zk_win_0000607,Normal
zk_win_0000608,Normal
zk_win_0000609,Normal
zk_win_0000610,Normal
zk_win_0000611,Normal
zk_win_0000612,Normal
zk_win_0000613,Normal
zk_win_0000614,Normal
zk_win_0000615,Normal
zk_win_0000616,Normal
zk_win_0000617,Normal
zk_win_0000618,Normal
zk_win_0000619,Normal
zk_win_0000620,Normal
zk_win_0000621,Anomaly
zk_win_0000622,Anomaly
zk_win_0000623,Anomaly
zk_win_0000624,Anomaly
zk_win_0000625,Anomaly
zk_win_0000626,Anomaly
zk_win_0000627,Anomaly
zk_win_0000628,Anomaly
zk_win_0000629,Anomaly
zk_win_0000630,Anomaly
zk_win_0000631,Anomaly
zk_win_0000632,Anomaly
zk_win_0000633,Anomaly
zk_win_0000634,Anomaly
zk_win_0000635,Anomaly
zk_win_0000636,Normal
zk_win_0000637,Normal
zk_win_0000638,Normal
zk_win_0000639,Normal
zk_win_0000640,Normal
zk_win_0000641,Normal
zk_win_0000642,Normal
zk_win_0000643,Normal
zk_win_0000644,Normal
zk_win_0000645,Normal
zk_win_0000646,Normal
zk_win_0000647,Normal
zk_win_0000648,Normal
zk_win_0000649,Normal
zk_win_0000650,Normal
zk_win_0000651,Normal
zk_win_0000652,Normal
zk_win_0000653,Normal
zk_win_0000654,Normal
zk_win_0000655,Normal
zk_win_0000656,Normal
zk_win_0000657,Normal
zk_win_0000658,Normal
zk_win_0000659,Normal
zk_win_0000660,Normal
zk_win_0000661,Normal
zk_win_0000662,Anomaly
zk_win_0000663,Anomaly
zk_win_0000664,Anomaly
zk_win_0000665,Anomaly
zk_win_0000666,Anomaly
zk_win_0000667,Anomaly
zk_win_0000668,Anomaly
zk_win_0000669,Anomaly
zk_win_0000670,Anomaly
zk_win_0000671,Anomaly
zk_win_0000672,Anomaly
zk_win_0000673,Anomaly
zk_win_0000674,Anomaly
zk_win_0000675,Anomaly
zk_win_0000676,Anomaly
zk_win_0000677,Anomaly
zk_win_0000678,Normal
zk_win_0000679,Normal
zk_win_0000680,Normal
zk_win_0000681,Normal
zk_win_0000682,Normal
zk_win_0000683,Normal
zk_win_0000684,Normal
zk_win_0000685,Normal
zk_win_0000686,Normal
zk_win_0000687,Normal
zk_win_0000688,Normal
zk_win_0000689,Normal
zk_win_0000690,Normal
zk_win_0000691,Normal
zk_win_0000692,Normal
zk_win_0000693,Normal
zk_win_0000694,Normal
zk_win_0000695,Normal
zk_win_0000696,Normal
zk_win_0000697,Normal
zk_win_0000698,Normal
zk_win_0000699,Normal
zk_win_0000700,Normal
zk_win_0000701,Normal
zk_win_0000702,Normal
zk_win_0000703,Normal
zk_win_0000704,Anomaly
zk_win_0000705,Anomaly
zk_win_0000706,Anomaly
zk_win_0000707,Anomaly
zk_win_0000708,Anomaly
zk_win_0000709,Anomaly
zk_win_0000710,Anomaly
zk_win_0000711,Anomaly
zk_win_0000712,Anomaly
zk_win_0000713,Anomaly
zk_win_0000714,Anomaly
zk_win_0000715,Anomaly
zk_win_0000716,Anomaly
zk_win_0000717,Anomaly
zk_win_0000718,Anomaly
zk_win_0000719,Normal
zk_win_0000720,Normal
zk_win_0000721,Normal
zk_win_0000722,Normal
zk_win_0000723,Normal
zk_win_0000724,Normal
zk_win_0000725,Normal
zk_win_0000726,Normal
zk_win_0000727,Normal
zk_win_0000728,Normal
zk_win_0000729,Normal
zk_win_0000730,Normal
zk_win_0000731,Normal
zk_win_0000732,Normal
zk_win_0000733,Normal
zk_win_0000734,Normal
zk_win_0000735,Normal
zk_win_0000736,Normal
zk_win_0000737,Normal
zk_win_0000738,Normal
zk_win_0000739,Normal
zk_win_0000740,Normal
zk_win_0000741,Normal
zk_win_0000742,Normal
zk_win_0000743,Normal
zk_win_0000744,Normal
zk_win_0000745,Normal
zk_win_0000746,Anomaly
zk_win_0000747,Anomaly
zk_win_0000748,Anomaly
zk_win_0000749,Anomaly
zk_win_0000750,Anomaly
zk_win_0000751,Anomaly
zk_win_0000752,Anomaly
zk_win_0000753,Anomaly
zk_win_0000754,Anomaly
zk_win_0000755,Anomaly
zk_win_0000756,Anomaly
zk_win_0000757,Anomaly
zk_win_0000758,Anomaly
zk_win_0000759,Anomaly
zk_win_0000760,Anomaly
zk_win_0000761,Normal
zk_win_0000762,Normal
zk_win_0000763,Normal
zk_win_0000764,Normal
zk_win_0000765,Normal
zk_win_0000766,Normal
zk_win_0000767,Normal
zk_win_0000768,Normal
zk_win_0000769,Normal
zk_win_0000770,Normal
zk_win_0000771,Normal
zk_win_0000772,Normal
zk_win_0000773,Normal
zk_win_0000774,Normal
zk_win_0000775,Normal
zk_win_0000776,Normal
zk_win_0000777,Normal
zk_win_0000778,Normal
zk_win_0000779,Normal
zk_win_0000780,Normal
zk_win_0000781,Normal
zk_win_0000782,Normal
zk_win_0000783,Normal
zk_win_0000784,Normal
zk_win_0000785,Normal
zk_win_0000786,Normal
zk_win_0000787,Normal
zk_win_0000788,Anomaly
zk_win_0000789,Anomaly
zk_win_0000790,Anomaly
zk_win_0000791,Anomaly
zk_win_0000792,Anomaly
zk_win_0000793,Anomaly
zk_win_0000794,Anomaly
zk_win_0000795,Anomaly
zk_win_0000796,Anomaly
zk_win_0000797,Anomaly
zk_win_0000798,Anomaly
zk_win_0000799,Anomaly
zk_win_0000800,Anomaly
zk_win_0000801,Anomaly
zk_win_0000802,Anomaly
zk_win_0000803,Normal
zk_win_0000804,Normal
zk_win_0000805,Normal
zk_win_0000806,Normal
zk_win_0000807,Normal
zk_win_0000808,Normal
zk_win_0000809,Normal
zk_win_0000810,Normal
zk_win_0000811,Normal
zk_win_0000812,Normal
zk_win_0000813,Normal
zk_win_0000814,Normal
zk_win_0000815,Normal
zk_win_0000816,Normal
zk_win_0000817,Normal
zk_win_0000818,Normal
zk_win_0000819,Normal
zk_win_0000820,Normal
zk_win_0000821,Normal
zk_win_0000822,Normal
zk_win_0000823,Normal
zk_win_0000824,Normal
zk_win_0000825,Normal
zk_win_0000826,Normal
zk_win_0000827,Normal
zk_win_0000828,Normal
zk_win_0000829,Normal
zk_win_0000830,Anomaly
zk_win_0000831,Anomaly
zk_win_0000832,Anomaly
zk_win_0000833,Anomaly
zk_win_0000834,Anomaly
zk_win_0000835,Anomaly
zk_win_0000836,Anomaly
zk_win_0000837,Anomaly
zk_win_0000838,Anomaly
zk_win_0000839,Anomaly
zk_win_0000840,Anomaly
zk_win_0000841,Anomaly
zk_win_0000842,Anomaly
zk_win_0000843,Anomaly
zk_win_0000844,Anomaly
zk_win_0000845,Anomaly
zk_win_0000846,Normal
zk_win_0000847,Normal
zk_win_0000848,Normal
zk_win_0000849,Normal
zk_win_0000850,Normal
zk_win_0000851,Normal
zk_win_0000852,Normal
zk_win_0000853,Normal
zk_win_0000854,Normal
zk_win_0000855,Normal
zk_win_0000856,Normal
zk_win_0000857,Normal
zk_win_0000858,Normal
zk_win_0000859,Normal
zk_win_0000860,Normal
zk_win_0000861,Normal
zk_win_0000862,Normal
zk_win_0000863,Normal
zk_win_0000864,Normal
zk_win_0000865,Normal
zk_win_0000866,Normal
zk_win_0000867,Normal
zk_win_0000868,Normal
zk_win_0000869,Normal
zk_win_0000870,Normal
zk_win_0000871,Normal
zk_win_0000872,Anomaly
zk_win_0000873,Anomaly
zk_win_0000874,Anomaly
zk_win_0000875,Anomaly
zk_win_0000876,Anomaly
zk_win_0000877,Anomaly
zk_win_0000878,Anomaly
zk_win_0000879,Anomaly
zk_win_0000880,Anomaly
zk_win_0000881,Anomaly
zk_win_0000882,Anomaly
zk_win_0000883,Anomaly
zk_win_0000884,Anomaly
zk_win_0000885,Anomaly
zk_win_0000886,Normal
zk_win_0000887,Normal
zk_win_0000888,Normal
zk_win_0000889,Normal
zk_win_0000890,Normal
zk_win_0000891,Normal
zk_win_0000892,Normal
zk_win_0000893,Normal
zk_win_0000894,Normal
zk_win_0000895,Normal
zk_win_0000896,Normal
zk_win_0000897,Normal
zk_win_0000898,Normal
zk_win_0000899,Normal
zk_win_0000900,Normal
zk_win_0000901,Normal
zk_win_0000902,Normal
zk_win_0000903,Normal
zk_win_0000904,Normal
zk_win_0000905,Normal
zk_win_0000906,Normal
zk_win_0000907,Normal
zk_win_0000908,Normal
zk_win_0000909,Normal
zk_win_0000910,Normal
zk_win_0000911,Normal
zk_win_0000912,Normal
zk_win_0000913,Normal
zk_win_0000914,Normal
zk_win_0000915,Anomaly
zk_win_0000916,Anomaly
zk_win_0000917,Anomaly
zk_win_0000918,Anomaly
zk_win_0000919,Anomaly
zk_win_0000920,Anomaly
zk_win_0000921,Anomaly
zk_win_0000922,Anomaly
zk_win_0000923,Anomaly
zk_win_0000924,Anomaly
zk_win_0000925,Anomaly
zk_win_0000926,Anomaly
zk_win_0000927,Anomaly
zk_win_0000928,Anomaly
zk_win_0000929,Anomaly
zk_win_0000930,Normal
zk_win_0000931,Normal
zk_win_0000932,Normal
zk_win_0000933,Normal
zk_win_0000934,Normal
zk_win_0000935,Normal
zk_win_0000936,Normal
zk_win_0000937,Normal
zk_win_0000938,Normal
zk_win_0000939,Normal
zk_win_0000940,Normal
zk_win_0000941,Normal
zk_win_0000942,Normal
zk_win_0000943,Normal
zk_win_0000944,Normal
zk_win_0000945,Normal
zk_win_0000946,Normal
zk_win_0000947,Normal
zk_win_0000948,Normal
zk_win_0000949,Normal
zk_win_0000950,Normal
zk_win_0000951,Normal
zk_win_0000952,Normal
zk_win_0000953,Normal
zk_win_0000954,Normal
zk_win_0000955,Normal
zk_win_0000956,Normal
zk_win_0000957,Anomaly
zk_win_0000958,Anomaly
zk_win_0000959,Anomaly
zk_win_0000960,Anomaly
zk_win_0000961,Anomaly
zk_win_0000962,Anomaly
zk_win_0000963,Anomaly
zk_win_0000964,Anomaly
zk_win_0000965,Anomaly
zk_win_0000966,Anomaly
zk_win_0000967,Anomaly
zk_win_0000968,Anomaly
zk_win_0000969,Anomaly
zk_win_0000970,Anomaly
zk_win_0000971,Anomaly
zk_win_0000972,Normal
zk_win_0000973,Normal
zk_win_0000974,Normal
zk_win_0000975,Normal
zk_win_0000976,Normal
zk_win_0000977,Normal
zk_win_0000978,Normal
zk_win_0000979,Normal
zk_win_0000980,Normal
zk_win_0000981,Normal
zk_win_0000982,Normal
zk_win_0000983,Normal
zk_win_0000984,Normal
zk_win_0000985,Normal
zk_win_0000986,Normal
zk_win_0000987,Normal
zk_win_0000988,Normal
zk_win_0000989,Normal
zk_win_0000990,Normal
zk_win_0000991,Normal
zk_win_0000992,Normal
zk_win_0000993,Normal
zk_win_0000994,Normal
zk_win_0000995,Normal
zk_win_0000996,Normal
zk_win_0000997,Normal
zk_win_0000998,Anomaly
zk_win_0000999,Anomaly
zk_win_0001000,Anomaly
zk_win_0001001,Anomaly
zk_win_0001002,Anomaly
zk_win_0001003,Anomaly
zk_win_0001004,Anomaly
zk_win_0001005,Anomaly
zk_win_0001006,Anomaly
zk_win_0001007,Anomaly
zk_win_0001008,Anomaly
zk_win_0001009,Anomaly
zk_win_0001010,Anomaly
zk_win_0001011,Anomaly
zk_win_0001012,Anomaly
zk_win_0001013,Anomaly
zk_win_0001014,Normal
zk_win_0001015,Normal
zk_win_0001016,Normal
zk_win_0001017,Normal
zk_win_0001018,Normal
zk_win_0001019,Normal
zk_win_0001020,Normal
