LineId,Level,Content,EventId,EventTemplate,ParameterList,BlockId
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],043f2a44_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",bdea6dc9_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],bdea6dc9_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",52166f8a_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],52166f8a_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",f87f7fa9_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],f87f7fa9_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",d737c5b5_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],d737c5b5_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",4cf8a980_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],4cf8a980_1
1,[INFO],Nodes are empty for write pipeline of block blk_123456,d831d815,Nodes are empty for write pipeline of block blk_<*>,['123456'],2003f395_1
2,[DEBUG],"Pipeline = [datanode01, datanode02], clientName",7a3b4a11,"Pipeline = <*>, clientName","['[datanode01, datanode02]']",2003f395_1
3,[WARN],"Exception in createBlockOutputStream clientName, IOException: Connection reset",6e51b4a0,"Exception in createBlockOutputStream clientName, IOException: Connection reset",[],2003f395_1
4,[INFO],"Will fetch a new encryption key and retry, encryption key was invalid when connecting to datanode01 : IOException: Invalid key",6b732127,"Will fetch a new encryption key and retry, encryption key was invalid when connecting to datanode<*> : IOException: Invalid key",['01'],2003f395_1
5,[INFO],Datanode 1 is restarting: datanode02,e36de2fe,Datanode <*> is restarting: datanode<*>,"['1', '02']",2003f395_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",8c71fffb_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],8c71fffb_1
1,[WARN],Abandoning block blk_123456789,a775a5fc,Abandoning block blk_<*>,['123456789'],49a530e1_1
2,[WARN],Excluding datanode dn-01,3df6fdbc,Excluding datanode dn-<*>,['01'],49a530e1_1
3,[INFO],Nodes are empty for write pipeline of block blk_123456789,d831d815,Nodes are empty for write pipeline of block blk_<*>,['123456789'],49a530e1_1
4,[DEBUG],"Pipeline = [dn-02, dn-03], DataStreamer@stream-01",64c31e2b,"Pipeline = <*>, DataStreamer@stream-<*>","['[dn-02, dn-03]', '01']",49a530e1_1
5,[WARN],"Exception in createBlockOutputStream DataStreamer@stream-01, java.io.IOException: Connection reset",793a756d,"Exception in createBlockOutputStream DataStreamer@stream-<*>, java.io.IOException: Connection reset",['01'],49a530e1_1
6,[INFO],"Will fetch a new encryption key and retry, encryption key was invalid when connecting to dn-02 : java.io.IOException: Invalid key",7e4d600f,"Will fetch a new encryption key and retry, encryption key was invalid when connecting to dn-<*> : java.io.IOException: Invalid key",['02'],49a530e1_1
7,[INFO],Datanode 1 is restarting: dn-02,4bb2d4ff,Datanode <*> is restarting: dn-<*>,"['1', '02']",49a530e1_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",300f0414_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],300f0414_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",83761ad5_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],83761ad5_1
1,[DEBUG],Internal error detected,b5aa335e,Internal error detected,[],bccbdbcd_1
2,[INFO],New generation stamp: 1024,a8929f6c,New generation stamp: <*>,['1024'],bccbdbcd_1
3,[INFO],Nodes are empty for write pipeline of block-01,ced2eda5,Nodes are empty for write pipeline of block-<*>,['01'],bccbdbcd_1
4,[DEBUG],"Pipeline = [datanode01, datanode02], pool-01",62d0c26f,"Pipeline = <*>, pool-<*>","['[datanode01, datanode02]', '01']",bccbdbcd_1
5,[WARN],"Exception in createBlockOutputStream pool-01, IOException: Connection reset",ca4dae55,"Exception in createBlockOutputStream pool-<*>, IOException: Connection reset",['01'],bccbdbcd_1
6,[INFO],"Will fetch a new encryption key and retry, encryption key was invalid when connecting to datanode01 : IOException: Key expired",7b0dee3d,"Will fetch a new encryption key and retry, encryption key was invalid when connecting to datanode<*> : IOException: Key expired",['01'],bccbdbcd_1
7,[INFO],Datanode 1 is restarting: datanode02,e36de2fe,Datanode <*> is restarting: datanode<*>,"['1', '02']",bccbdbcd_1
8,[WARN],Datanode 1 did not restart within 30000ms: datanode02,d45808b2,Datanode <*> did not restart within <*>ms: datanode<*>,"['1', '30000', '02']",bccbdbcd_1
9,[INFO],Pipeline updated with generation stamp: 1025,c6793ecf,Pipeline updated with generation stamp: <*>,['1025'],bccbdbcd_1
1,[DEBUG],Internal error detected,b5aa335e,Internal error detected,[],3a4fb26e_1
2,[INFO],New generation stamp: 1024,a8929f6c,New generation stamp: <*>,['1024'],3a4fb26e_1
3,[INFO],Nodes are empty for write pipeline of block-01,ced2eda5,Nodes are empty for write pipeline of block-<*>,['01'],3a4fb26e_1
4,[DEBUG],"Pipeline = [datanode01, datanode02], pool-01",62d0c26f,"Pipeline = <*>, pool-<*>","['[datanode01, datanode02]', '01']",3a4fb26e_1
5,[WARN],"Exception in createBlockOutputStream pool-01, IOException: Connection reset",ca4dae55,"Exception in createBlockOutputStream pool-<*>, IOException: Connection reset",['01'],3a4fb26e_1
6,[INFO],"Will fetch a new encryption key and retry, encryption key was invalid when connecting to datanode01 : IOException: Key expired",7b0dee3d,"Will fetch a new encryption key and retry, encryption key was invalid when connecting to datanode<*> : IOException: Key expired",['01'],3a4fb26e_1
7,[INFO],Datanode 1 is restarting: datanode02,e36de2fe,Datanode <*> is restarting: datanode<*>,"['1', '02']",3a4fb26e_1
8,[WARN],Datanode 1 did not restart within 30000ms: datanode02,d45808b2,Datanode <*> did not restart within <*>ms: datanode<*>,"['1', '30000', '02']",3a4fb26e_1
9,[INFO],Pipeline updated with generation stamp: 1024,c6793ecf,Pipeline updated with generation stamp: <*>,['1024'],3a4fb26e_1
1,[INFO],Fetched 256MB block from https://namenode:8020,ec915a36,Fetched <*>MB block from https:<*>:<*>,"['256', '//namenode:8020']",3b504348_1
2,[ERROR],Access denied to path /user/data,658cc3ae,Access denied to path <*>,['/user/data'],3b504348_1
1,[INFO],Fetched 1024MB block from https://namenode:8020,ec915a36,Fetched <*>MB block from https:<*>:<*>,"['1024', '//namenode:8020']",a4f7bfe4_1
2,[ERROR],Access denied to path /user/data,658cc3ae,Access denied to path <*>,['/user/data'],a4f7bfe4_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",4f9e9aad_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],4f9e9aad_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",46c5c85e_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],46c5c85e_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",fa7bbe1f_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],fa7bbe1f_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",87305a40_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],87305a40_1
1,[DEBUG],Closing old block 128MB,5986da67,Closing old block <*>MB,['128'],33220b2e_1
2,[DEBUG],Thread interrupted,2ab078e1,Thread interrupted,[],33220b2e_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",6748932f_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],6748932f_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",a039e58f_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],a039e58f_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",4815f777_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],4815f777_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",d8681342_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],d8681342_1
1,[DEBUG],Thread interrupted,2ab078e1,Thread interrupted,[],ff16b5ef_1
1,[DEBUG],Thread interrupted,2ab078e1,Thread interrupted,[],140856cf_1
2,[DEBUG],"Stage initialized, DataStreamer",92e73105,"Stage initialized, DataStreamer",[],140856cf_1
3,[DEBUG],Allocating new block: block-01,4fe4e888,Allocating new block: block-<*>,['01'],140856cf_1
4,[DEBUG],Append to block block-01,3e411eb6,<*> <*> block block-<*>,"['Append to', '01']",140856cf_1
5,[WARN],DataStreamer Exception,2ef07439,DataStreamer Exception,[],140856cf_1
6,[DEBUG],DataStreamer Quota Exception,1aa3ab7f,DataStreamer Quota Exception,[],140856cf_1
7,[DEBUG],"Start process datanode/external error, DataStreamer",598cddda,"Start process datanode<*> error, DataStreamer",['/external'],140856cf_1
8,[INFO],Error Recovery for block-01 waiting for responder to exit.,e4d39e23,Error Recovery for block-<*> waiting for responder to exit.,['01'],140856cf_1
9,[WARN],Error recovering pipeline for writing block-01. Already retried 5 times for the same packet.,1e01c1f5,Error recovering pipeline for writing block-<*>. Already retried <*> times for the same packet.,"['01', '5']",140856cf_1
10,[DEBUG],Closing old block block-01,3e411eb6,<*> <*> block block-<*>,"['Closing old', '01']",140856cf_1
11,[WARN],Abandoning block block-02,d68077d0,Abandoning block block-<*>,['02'],140856cf_1
12,[WARN],Excluding datanode badNode01,e4c012f5,Excluding datanode badNode<*>,['01'],140856cf_1
13,[INFO],Nodes are empty for write pipeline of block-02,ced2eda5,Nodes are empty for write pipeline of block-<*>,['02'],140856cf_1
14,[DEBUG],"Pipeline = [node01, node02], DataStreamer",9ed8235b,"Pipeline = <*>, DataStreamer","['[node01, node02]']",140856cf_1
15,[WARN],"Exception in createBlockOutputStream DataStreamer, IOException",fd385258,"Exception in createBlockOutputStream DataStreamer, IOException",[],140856cf_1
16,[INFO],"Will fetch a new encryption key and retry, encryption key was invalid when connecting to node01 : IOException",98158501,"Will fetch a new encryption key and retry, encryption key was invalid when connecting to node<*> : IOException",['01'],140856cf_1
17,[WARN],"Could not get block locations. Source file ""/user/data/file01"" - Aborting... DataStreamer",444fd7ab,Could not get block locations. Source file <*> - Aborting... DataStreamer,"['""/user/data/file01""']",140856cf_1
18,[DEBUG],"Nodes [node01, node02] storageTypes [DISK, SSD] storageIDs [id01, id02]",71a967cb,Nodes <*> storageTypes <*> storageIDs <*>,"['[node01, node02]', '[DISK, SSD]', '[id01, id02]']",140856cf_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",78a850f6_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],78a850f6_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",e426088d_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],e426088d_1
1,[DEBUG],Reported block blk_123456 on datanode01 size 134217728 replicaState = FINALIZED,6caede65,Reported block blk_<*> on datanode<*> size <*> replicaState = FINALIZED,"['123456', '01', '134217728']",52e22579_1
2,[DEBUG],In memory blockUCState = UNDER_CONSTRUCTION,fe2dbd0d,In memory blockUCState = UNDER_CONSTRUCTION,[],52e22579_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",459fce37_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],459fce37_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",2699afdf_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],2699afdf_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",97d385b8_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],97d385b8_1
1,[INFO],Fetched 256MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['256', '01']",c668217f_1
2,[ERROR],Access denied to path /user/data,658cc3ae,Access denied to path <*>,['/user/data'],c668217f_1
1,[INFO],Fetched 256MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['256', '01']",8e71fe7a_1
2,[ERROR],Access denied to path /user/data,658cc3ae,Access denied to path <*>,['/user/data'],8e71fe7a_1
1,[DEBUG],Reported block blk_12345 on datanode01 size 128MB replicaState = FINALIZED,fbc3d936,Reported block blk_<*> on datanode<*> size <*>MB replicaState = FINALIZED,"['12345', '01', '128']",afcabafb_1
2,[DEBUG],Reported block blk_12345 on datanode01 size 128MB replicaState = FINALIZED,fbc3d936,Reported block blk_<*> on datanode<*> size <*>MB replicaState = FINALIZED,"['12345', '01', '128']",afcabafb_1
3,[DEBUG],Reported block blk_12345 on datanode02 size 128MB replicaState = FINALIZED,fbc3d936,Reported block blk_<*> on datanode<*> size <*>MB replicaState = FINALIZED,"['12345', '02', '128']",afcabafb_1
4,[DEBUG],In memory blockUCState = UNDER_CONSTRUCTION,fe2dbd0d,In memory blockUCState = UNDER_CONSTRUCTION,[],afcabafb_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",a0b02421_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],a0b02421_1
1,[INFO],Fetched 1024MB block from https://namenode:8020,ec915a36,Fetched <*>MB block from https:<*>:<*>,"['1024', '//namenode:8020']",4664c9fd_1
2,[ERROR],Access denied to path /user/data,658cc3ae,Access denied to path <*>,['/user/data'],4664c9fd_1
1,[DEBUG],BLOCK* addStoredBlock: block-01 on datanode-01 size 128MB but it does not belong to any file,ef3b5f82,BLOCK* addStoredBlock: block-<*> on datanode-<*> size <*>MB but it does not belong to any file,"['01', '01', '128']",c7f75db9_1
2,[DEBUG],BLOCK* addStoredBlock: datanode-01 is added to block-01 (size=128MB),1e31c1e9,BLOCK* addStoredBlock: datanode-<*> is added to block-<*> (size=<*>MB),"['01', '01', '128']",c7f75db9_1
3,[WARN],BLOCK* addStoredBlock: block block-01 moved to storageType SSD on node datanode-01,42a1a8fb,BLOCK* addStoredBlock: block block-<*> moved to storageType SSD on node datanode-<*>,"['01', '01']",c7f75db9_1
4,[DEBUG],BLOCK* addStoredBlock: Redundant addStoredBlock request received for block-01 on node datanode-01 size 128MB,7c7e1bf2,BLOCK* addStoredBlock: Redundant addStoredBlock request received for block-<*> on node datanode-<*> size <*>MB,"['01', '01', '128']",c7f75db9_1
5,[WARN],Inconsistent number of corrupt replicas for block-01. blockMap has 3 but corrupt replicas map has 2,86c98724,Inconsistent number of corrupt replicas for block-<*>. blockMap has <*> but corrupt replicas map has <*>,"['01', '3', '2']",c7f75db9_1
1,[INFO],Fetched 256MB block from https://namenode:8020,ec915a36,Fetched <*>MB block from https:<*>:<*>,"['256', '//namenode:8020']",d22cee29_1
2,[ERROR],Access denied to path /user/data,658cc3ae,Access denied to path <*>,['/user/data'],d22cee29_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",0d5cf8ce_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],0d5cf8ce_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",cae39118_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],cae39118_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",2a93eca4_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],2a93eca4_1
1,[DEBUG],"Safe mode is off, skipping decrement",864688ab,"Safe mode is off, skipping decrement",[],21f25770_1
2,[DEBUG],Block is complete and live replicas match safe number,091b7c7b,Block is complete and live replicas match safe number,[],21f25770_1
3,[INFO],Decrementing safe block count,51331462,Decrementing safe block count,[],21f25770_1
4,[DEBUG],Checking if block is striped,30e5b4fa,Checking if block is striped,[],21f25770_1
5,[DEBUG],Calculating real data block number based on erasure coding policy,d5d3498a,Calculating real data block number based on erasure coding policy,[],21f25770_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",cb33f85a_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],cb33f85a_1
1,[DEBUG],Block is not complete or replication queues are not populated,80066f6c,Block is not complete or replication queues are not populated,[],ca7fbcf3_1
2,[INFO],Block reconstruction skipped,3679d437,Block reconstruction skipped,[],ca7fbcf3_1
3,[DEBUG],Effective replicas are sufficient,77a55c1e,Effective replicas are sufficient,[],ca7fbcf3_1
4,[INFO],Block removed from reconstruction queue %%,0e994ccc,Block removed from reconstruction queue <*>,['%%'],ca7fbcf3_1
5,[DEBUG],Block is not complete or replication queues are not populated,80066f6c,Block is not complete or replication queues are not populated,[],ca7fbcf3_1
6,[INFO],Block reconstruction skipped,3679d437,Block reconstruction skipped,[],ca7fbcf3_1
7,[DEBUG],Removing block blk_12345 from priority queue 2,a306ef5a,Removing block blk_<*> from priority queue <*>,"['12345', '2']",ca7fbcf3_1
1,[INFO],Fetched 128MB block from namenode01,39521d5a,Fetched <*>MB block from namenode<*>,"['128', '01']",964c845c_1
2,[ERROR],Access denied to path /user/test,658cc3ae,Access denied to path <*>,['/user/test'],964c845c_1
1,[DEBUG],BLOCK* removeStoredBlock: block-123 has already been removed from node node-01,c0b8d601,BLOCK* removeStoredBlock: block-<*> has already been removed from node node-<*>,"['123', '01']",18c30f2e_1
2,[DEBUG],BLOCK* removeStoredBlock: block-123 removed from caching related lists on node node-01,1d6a48d6,BLOCK* removeStoredBlock: block-<*> removed from caching related lists on node node-<*>,"['123', '01']",18c30f2e_1
3,[DEBUG],"Safe mode is off, skipping decrement",864688ab,"Safe mode is off, skipping decrement",[],18c30f2e_1
4,[DEBUG],Block is complete and live replicas match safe number,091b7c7b,Block is complete and live replicas match safe number,[],18c30f2e_1
5,[INFO],Decrementing safe block count,51331462,Decrementing safe block count,[],18c30f2e_1
6,[DEBUG],Checking if block is striped,30e5b4fa,Checking if block is striped,[],18c30f2e_1
7,[DEBUG],Calculating real data block number based on erasure coding policy,d5d3498a,Calculating real data block number based on erasure coding policy,[],18c30f2e_1
8,[DEBUG],Block is not complete or replication queues are not populated,80066f6c,Block is not complete or replication queues are not populated,[],18c30f2e_1
9,[INFO],Block reconstruction skipped,3679d437,Block reconstruction skipped,[],18c30f2e_1
