entry_id,BlockId,log_key,exec_flow,log_segment,single_log_label,block_log_label
27,82b133a2_1,82b133a2_1,ENTRY→TRY→CALL:writeBlock→IF_TRUE:traceScope!=null→CALL:continueTraceSpan→CALL:getSpanContext→CALL:getTraceInfo→RETURN→CALL:traceScope.close→IF_TRUE:span!=null→CALL:close→EXIT%%ENTRY→TRY→CALL:writeBlock→IF_FALSE:traceScope!=null→EXIT,[INFO]:Span is active,normal,normal
28,82b133a2_1,82b133a2_1,ENTRY→TRY→CALL:writeBlock→IF_TRUE:traceScope!=null→CALL:continueTraceSpan→CALL:getSpanContext→CALL:getTraceInfo→RETURN→CALL:traceScope.close→IF_TRUE:span!=null→CALL:close→EXIT%%ENTRY→TRY→CALL:writeBlock→IF_FALSE:traceScope!=null→EXIT,[INFO]:Closing span,normal,normal
29,32a18917_1,32a18917_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Fetched 128MB block from namenode01,normal,explicit
30,32a18917_1,32a18917_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Access denied to path /user/test,explicit,explicit
31,e78d5474_1,e78d5474_1,ENTRY→TRY→CALL:replaceBlock→IF_TRUE:traceScope!=null→ENTRY→IF_TRUE:span!=null→CALL:close→EXIT→EXIT%%ENTRY→TRY→CALL:replaceBlock→IF_FALSE:traceScope!=null→EXIT,[INFO]:Replaced block in pool data_pool_01,normal,explicit
32,e78d5474_1,e78d5474_1,ENTRY→TRY→CALL:replaceBlock→IF_TRUE:traceScope!=null→ENTRY→IF_TRUE:span!=null→CALL:close→EXIT→EXIT%%ENTRY→TRY→CALL:replaceBlock→IF_FALSE:traceScope!=null→EXIT,"[ERROR]:Trace scope is null, operation aborted",explicit,explicit
33,e78d5474_2,e78d5474_2,ENTRY→CALL:continueTraceSpan→CALL:getSpanContext→CALL:getTraceInfo→RETURN→EXIT,[INFO]:Continuing trace span for user hadoop_user,normal,normal
34,e78d5474_2,e78d5474_2,ENTRY→CALL:continueTraceSpan→CALL:getSpanContext→CALL:getTraceInfo→RETURN→EXIT,[INFO]:Fetched trace context from namenode01,normal,normal
35,e78d5474_2,e78d5474_2,ENTRY→CALL:continueTraceSpan→CALL:getSpanContext→CALL:getTraceInfo→RETURN→EXIT,[INFO]:Retrieved trace information successfully,normal,normal
36,7dc47aa3_1,7dc47aa3_1,ENTRY→TRY→CALL:copyBlock→IF_TRUE:traceScopeExists%%ENTRY→TRY→CALL:copyBlock→IF_FALSE:traceScopeExists,[INFO]:Copied block of size 128MB from namenode01,normal,normal
37,7dc47aa3_1,7dc47aa3_1,ENTRY→TRY→CALL:copyBlock→IF_TRUE:traceScopeExists%%ENTRY→TRY→CALL:copyBlock→IF_FALSE:traceScopeExists,"[INFO]:Trace scope exists, entering detailed span processing",normal,normal
38,7dc47aa3_1,7dc47aa3_1,ENTRY→TRY→CALL:copyBlock→IF_TRUE:traceScopeExists%%ENTRY→TRY→CALL:copyBlock→IF_FALSE:traceScopeExists,"[INFO]:Span exists, closing active span",normal,normal
39,7dc47aa3_1,7dc47aa3_1,ENTRY→TRY→CALL:copyBlock→IF_TRUE:traceScopeExists%%ENTRY→TRY→CALL:copyBlock→IF_FALSE:traceScopeExists,"[INFO]:Span does not exist, skipping close operation",normal,normal
40,7dc47aa3_1,7dc47aa3_1,ENTRY→TRY→CALL:copyBlock→IF_TRUE:traceScopeExists%%ENTRY→TRY→CALL:copyBlock→IF_FALSE:traceScopeExists,[INFO]:Continuing trace span,normal,normal
41,7dc47aa3_1,7dc47aa3_1,ENTRY→TRY→CALL:copyBlock→IF_TRUE:traceScopeExists%%ENTRY→TRY→CALL:copyBlock→IF_FALSE:traceScopeExists,[INFO]:Fetched span context successfully,normal,normal
42,7dc47aa3_1,7dc47aa3_1,ENTRY→TRY→CALL:copyBlock→IF_TRUE:traceScopeExists%%ENTRY→TRY→CALL:copyBlock→IF_FALSE:traceScopeExists,[INFO]:Retrieved trace information,normal,normal
43,cdc25fc2_1,cdc25fc2_1,ENTRY→TRY→CALL:blockChecksum→IF_TRUE:traceScope!=null→ENTRY→ConditionCheck%%ENTRY→OtherBranch%%ENTRY→TRY→CALL:blockChecksum→IF_FALSE:traceScope!=null→EXIT,[INFO]:Fetched block checksum from namenode01,normal,normal
44,cdc25fc2_1,cdc25fc2_1,ENTRY→TRY→CALL:blockChecksum→IF_TRUE:traceScope!=null→ENTRY→ConditionCheck%%ENTRY→OtherBranch%%ENTRY→TRY→CALL:blockChecksum→IF_FALSE:traceScope!=null→EXIT,[INFO]:Trace scope is active,normal,normal
45,cdc25fc2_1,cdc25fc2_1,ENTRY→TRY→CALL:blockChecksum→IF_TRUE:traceScope!=null→ENTRY→ConditionCheck%%ENTRY→OtherBranch%%ENTRY→TRY→CALL:blockChecksum→IF_FALSE:traceScope!=null→EXIT,[INFO]:Span is active,normal,normal
46,cdc25fc2_1,cdc25fc2_1,ENTRY→TRY→CALL:blockChecksum→IF_TRUE:traceScope!=null→ENTRY→ConditionCheck%%ENTRY→OtherBranch%%ENTRY→TRY→CALL:blockChecksum→IF_FALSE:traceScope!=null→EXIT,[INFO]:Span is not active,normal,normal
47,cdc25fc2_1,cdc25fc2_1,ENTRY→TRY→CALL:blockChecksum→IF_TRUE:traceScope!=null→ENTRY→ConditionCheck%%ENTRY→OtherBranch%%ENTRY→TRY→CALL:blockChecksum→IF_FALSE:traceScope!=null→EXIT,[INFO]:Continuing trace span,normal,normal
48,cdc25fc2_1,cdc25fc2_1,ENTRY→TRY→CALL:blockChecksum→IF_TRUE:traceScope!=null→ENTRY→ConditionCheck%%ENTRY→OtherBranch%%ENTRY→TRY→CALL:blockChecksum→IF_FALSE:traceScope!=null→EXIT,[INFO]:Fetched span context,normal,normal
49,cdc25fc2_1,cdc25fc2_1,ENTRY→TRY→CALL:blockChecksum→IF_TRUE:traceScope!=null→ENTRY→ConditionCheck%%ENTRY→OtherBranch%%ENTRY→TRY→CALL:blockChecksum→IF_FALSE:traceScope!=null→EXIT,[INFO]:Retrieved trace information,normal,normal
50,db4b799d_1,db4b799d_1,ENTRY→TRY→CALL:blockGroupChecksum→IF_TRUE:traceScopeExists%%ENTRY→TRY→CALL:blockGroupChecksum→IF_FALSE:traceScopeExists,[INFO]:Started processing block group checksum,normal,normal
51,db4b799d_1,db4b799d_1,ENTRY→TRY→CALL:blockGroupChecksum→IF_TRUE:traceScopeExists%%ENTRY→TRY→CALL:blockGroupChecksum→IF_FALSE:traceScopeExists,"[INFO]:Trace scope exists, proceeding with span validation",normal,normal
52,db4b799d_1,db4b799d_1,ENTRY→TRY→CALL:blockGroupChecksum→IF_TRUE:traceScopeExists%%ENTRY→TRY→CALL:blockGroupChecksum→IF_FALSE:traceScopeExists,"[INFO]:Span exists, closing current trace",normal,normal
53,db4b799d_1,db4b799d_1,ENTRY→TRY→CALL:blockGroupChecksum→IF_TRUE:traceScopeExists%%ENTRY→TRY→CALL:blockGroupChecksum→IF_FALSE:traceScopeExists,[INFO]:Continuing trace span,normal,normal
54,db4b799d_1,db4b799d_1,ENTRY→TRY→CALL:blockGroupChecksum→IF_TRUE:traceScopeExists%%ENTRY→TRY→CALL:blockGroupChecksum→IF_FALSE:traceScopeExists,[INFO]:Fetched span context,normal,normal
55,db4b799d_1,db4b799d_1,ENTRY→TRY→CALL:blockGroupChecksum→IF_TRUE:traceScopeExists%%ENTRY→TRY→CALL:blockGroupChecksum→IF_FALSE:traceScopeExists,[INFO]:Retrieved trace information,normal,normal
56,db4b799d_1,db4b799d_1,ENTRY→TRY→CALL:blockGroupChecksum→IF_TRUE:traceScopeExists%%ENTRY→TRY→CALL:blockGroupChecksum→IF_FALSE:traceScopeExists,[INFO]:Exiting trace processing,normal,normal
57,db4b799d_1,db4b799d_1,ENTRY→TRY→CALL:blockGroupChecksum→IF_TRUE:traceScopeExists%%ENTRY→TRY→CALL:blockGroupChecksum→IF_FALSE:traceScopeExists,"[INFO]:Trace scope does not exist, skipping span validation",normal,normal
58,db4b799d_1,db4b799d_1,ENTRY→TRY→CALL:blockGroupChecksum→IF_TRUE:traceScopeExists%%ENTRY→TRY→CALL:blockGroupChecksum→IF_FALSE:traceScopeExists,[INFO]:Continuing trace span,normal,normal
59,db4b799d_1,db4b799d_1,ENTRY→TRY→CALL:blockGroupChecksum→IF_TRUE:traceScopeExists%%ENTRY→TRY→CALL:blockGroupChecksum→IF_FALSE:traceScopeExists,[INFO]:Fetched span context,normal,normal
60,db4b799d_1,db4b799d_1,ENTRY→TRY→CALL:blockGroupChecksum→IF_TRUE:traceScopeExists%%ENTRY→TRY→CALL:blockGroupChecksum→IF_FALSE:traceScopeExists,[INFO]:Retrieved trace information,normal,normal
61,db4b799d_1,db4b799d_1,ENTRY→TRY→CALL:blockGroupChecksum→IF_TRUE:traceScopeExists%%ENTRY→TRY→CALL:blockGroupChecksum→IF_FALSE:traceScopeExists,[INFO]:Exiting trace processing,normal,normal
62,aec814f0_1,aec814f0_1,ENTRY→TRY→CALL:transferBlock→IF_TRUE:traceScope!=null→ENTRY→IF_TRUE:span!=null→CALL:close→EXIT→EXIT%%ENTRY→TRY→CALL:transferBlock→IF_TRUE:traceScope!=null→ENTRY→IF_FALSE:span!=null→EXIT→EXIT%%ENTRY→TRY→CALL:transferBlock→IF_FALSE:traceScope!=null→EXIT,[INFO]:Initiating block transfer operation,normal,explicit
63,aec814f0_1,aec814f0_1,ENTRY→TRY→CALL:transferBlock→IF_TRUE:traceScope!=null→ENTRY→IF_TRUE:span!=null→CALL:close→EXIT→EXIT%%ENTRY→TRY→CALL:transferBlock→IF_TRUE:traceScope!=null→ENTRY→IF_FALSE:span!=null→EXIT→EXIT%%ENTRY→TRY→CALL:transferBlock→IF_FALSE:traceScope!=null→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
64,aec814f0_1,aec814f0_1,ENTRY→TRY→CALL:transferBlock→IF_TRUE:traceScope!=null→ENTRY→IF_TRUE:span!=null→CALL:close→EXIT→EXIT%%ENTRY→TRY→CALL:transferBlock→IF_TRUE:traceScope!=null→ENTRY→IF_FALSE:span!=null→EXIT→EXIT%%ENTRY→TRY→CALL:transferBlock→IF_FALSE:traceScope!=null→EXIT,[INFO]:Trace scope is active,normal,explicit
65,aec814f0_1,aec814f0_1,ENTRY→TRY→CALL:transferBlock→IF_TRUE:traceScope!=null→ENTRY→IF_TRUE:span!=null→CALL:close→EXIT→EXIT%%ENTRY→TRY→CALL:transferBlock→IF_TRUE:traceScope!=null→ENTRY→IF_FALSE:span!=null→EXIT→EXIT%%ENTRY→TRY→CALL:transferBlock→IF_FALSE:traceScope!=null→EXIT,[INFO]:Span is active,normal,explicit
66,aec814f0_1,aec814f0_1,ENTRY→TRY→CALL:transferBlock→IF_TRUE:traceScope!=null→ENTRY→IF_TRUE:span!=null→CALL:close→EXIT→EXIT%%ENTRY→TRY→CALL:transferBlock→IF_TRUE:traceScope!=null→ENTRY→IF_FALSE:span!=null→EXIT→EXIT%%ENTRY→TRY→CALL:transferBlock→IF_FALSE:traceScope!=null→EXIT,[INFO]:Closing active span,normal,explicit
67,aec814f0_1,aec814f0_1,ENTRY→TRY→CALL:transferBlock→IF_TRUE:traceScope!=null→ENTRY→IF_TRUE:span!=null→CALL:close→EXIT→EXIT%%ENTRY→TRY→CALL:transferBlock→IF_TRUE:traceScope!=null→ENTRY→IF_FALSE:span!=null→EXIT→EXIT%%ENTRY→TRY→CALL:transferBlock→IF_FALSE:traceScope!=null→EXIT,[INFO]:Exiting block transfer operation,normal,explicit
68,aec814f0_1,aec814f0_1,ENTRY→TRY→CALL:transferBlock→IF_TRUE:traceScope!=null→ENTRY→IF_TRUE:span!=null→CALL:close→EXIT→EXIT%%ENTRY→TRY→CALL:transferBlock→IF_TRUE:traceScope!=null→ENTRY→IF_FALSE:span!=null→EXIT→EXIT%%ENTRY→TRY→CALL:transferBlock→IF_FALSE:traceScope!=null→EXIT,[ERROR]:Trace scope is inactive,explicit,explicit
69,b17d6335_1,b17d6335_1,ENTRY→TRY→CALL:requestShortCircuitFds→IF_TRUE:traceScope!=null→CALL:continueTraceSpan→CALL:getSpanContext→CALL:getTraceInfo→RETURN→CALL:traceScope.close→ENTRY→ConditionCheck%%ENTRY→TRY→CALL:requestShortCircuitFds→IF_FALSE:traceScope!=null→EXIT,[INFO]:Attempting to request short-circuit file descriptors,normal,normal
70,b17d6335_1,b17d6335_1,ENTRY→TRY→CALL:requestShortCircuitFds→IF_TRUE:traceScope!=null→CALL:continueTraceSpan→CALL:getSpanContext→CALL:getTraceInfo→RETURN→CALL:traceScope.close→ENTRY→ConditionCheck%%ENTRY→TRY→CALL:requestShortCircuitFds→IF_FALSE:traceScope!=null→EXIT,"[INFO]:Trace scope is active, continuing trace span",normal,normal
71,b17d6335_1,b17d6335_1,ENTRY→TRY→CALL:requestShortCircuitFds→IF_TRUE:traceScope!=null→CALL:continueTraceSpan→CALL:getSpanContext→CALL:getTraceInfo→RETURN→CALL:traceScope.close→ENTRY→ConditionCheck%%ENTRY→TRY→CALL:requestShortCircuitFds→IF_FALSE:traceScope!=null→EXIT,[INFO]:Fetching span context for trace,normal,normal
72,b17d6335_1,b17d6335_1,ENTRY→TRY→CALL:requestShortCircuitFds→IF_TRUE:traceScope!=null→CALL:continueTraceSpan→CALL:getSpanContext→CALL:getTraceInfo→RETURN→CALL:traceScope.close→ENTRY→ConditionCheck%%ENTRY→TRY→CALL:requestShortCircuitFds→IF_FALSE:traceScope!=null→EXIT,[INFO]:Retrieved trace information successfully,normal,normal
73,b17d6335_1,b17d6335_1,ENTRY→TRY→CALL:requestShortCircuitFds→IF_TRUE:traceScope!=null→CALL:continueTraceSpan→CALL:getSpanContext→CALL:getTraceInfo→RETURN→CALL:traceScope.close→ENTRY→ConditionCheck%%ENTRY→TRY→CALL:requestShortCircuitFds→IF_FALSE:traceScope!=null→EXIT,[INFO]:Closing trace scope,normal,normal
74,b17d6335_1,b17d6335_1,ENTRY→TRY→CALL:requestShortCircuitFds→IF_TRUE:traceScope!=null→CALL:continueTraceSpan→CALL:getSpanContext→CALL:getTraceInfo→RETURN→CALL:traceScope.close→ENTRY→ConditionCheck%%ENTRY→TRY→CALL:requestShortCircuitFds→IF_FALSE:traceScope!=null→EXIT,[INFO]:Checking if span is active,normal,normal
75,b17d6335_1,b17d6335_1,ENTRY→TRY→CALL:requestShortCircuitFds→IF_TRUE:traceScope!=null→CALL:continueTraceSpan→CALL:getSpanContext→CALL:getTraceInfo→RETURN→CALL:traceScope.close→ENTRY→ConditionCheck%%ENTRY→TRY→CALL:requestShortCircuitFds→IF_FALSE:traceScope!=null→EXIT,"[INFO]:Span is active, closing span",normal,normal
76,b17d6335_1,b17d6335_1,ENTRY→TRY→CALL:requestShortCircuitFds→IF_TRUE:traceScope!=null→CALL:continueTraceSpan→CALL:getSpanContext→CALL:getTraceInfo→RETURN→CALL:traceScope.close→ENTRY→ConditionCheck%%ENTRY→TRY→CALL:requestShortCircuitFds→IF_FALSE:traceScope!=null→EXIT,[INFO]:Exiting execution,normal,normal
77,b17d6335_1,b17d6335_1,ENTRY→TRY→CALL:requestShortCircuitFds→IF_TRUE:traceScope!=null→CALL:continueTraceSpan→CALL:getSpanContext→CALL:getTraceInfo→RETURN→CALL:traceScope.close→ENTRY→ConditionCheck%%ENTRY→TRY→CALL:requestShortCircuitFds→IF_FALSE:traceScope!=null→EXIT,"[INFO]:Trace scope is not active, exiting execution",normal,normal
78,92fab4ed_1,92fab4ed_1,ENTRY→CALL:getDefaultInstance→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
79,92fab4ed_1,92fab4ed_1,ENTRY→CALL:getDefaultInstance→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
80,17565125_1,17565125_1,ENTRY→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
81,17565125_1,17565125_1,ENTRY→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
82,f1398c33_1,f1398c33_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Fetched 128MB block from namenode01,normal,explicit
83,f1398c33_1,f1398c33_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Access denied to path /user/test,explicit,explicit
84,6177c713_1,6177c713_1,ENTRY→TRY→CALL:releaseShortCircuitFds→IF_TRUE→ENTRY→IF_TRUE→CALL:close→EXIT→EXIT%%ENTRY→TRY→CALL:releaseShortCircuitFds→IF_FALSE→EXIT,[INFO]:Released short-circuit file descriptors,normal,normal
85,6177c713_1,6177c713_1,ENTRY→TRY→CALL:releaseShortCircuitFds→IF_TRUE→ENTRY→IF_TRUE→CALL:close→EXIT→EXIT%%ENTRY→TRY→CALL:releaseShortCircuitFds→IF_FALSE→EXIT,[INFO]:Trace scope is active,normal,normal
86,6177c713_1,6177c713_1,ENTRY→TRY→CALL:releaseShortCircuitFds→IF_TRUE→ENTRY→IF_TRUE→CALL:close→EXIT→EXIT%%ENTRY→TRY→CALL:releaseShortCircuitFds→IF_FALSE→EXIT,[INFO]:Span is active,normal,normal
87,6177c713_1,6177c713_1,ENTRY→TRY→CALL:releaseShortCircuitFds→IF_TRUE→ENTRY→IF_TRUE→CALL:close→EXIT→EXIT%%ENTRY→TRY→CALL:releaseShortCircuitFds→IF_FALSE→EXIT,[INFO]:Closed resources successfully,normal,normal
88,6177c713_1,6177c713_1,ENTRY→TRY→CALL:releaseShortCircuitFds→IF_TRUE→ENTRY→IF_TRUE→CALL:close→EXIT→EXIT%%ENTRY→TRY→CALL:releaseShortCircuitFds→IF_FALSE→EXIT,[INFO]:Exited execution flow,normal,normal
89,6177c713_1,6177c713_1,ENTRY→TRY→CALL:releaseShortCircuitFds→IF_TRUE→ENTRY→IF_TRUE→CALL:close→EXIT→EXIT%%ENTRY→TRY→CALL:releaseShortCircuitFds→IF_FALSE→EXIT,[INFO]:Trace scope is inactive,normal,normal
90,6177c713_1,6177c713_1,ENTRY→TRY→CALL:releaseShortCircuitFds→IF_TRUE→ENTRY→IF_TRUE→CALL:close→EXIT→EXIT%%ENTRY→TRY→CALL:releaseShortCircuitFds→IF_FALSE→EXIT,[INFO]:Exited execution flow,normal,normal
91,9356f976_1,9356f976_1,ENTRY→CALL→RETURN→EXIT,[INFO]:Fetched 128MB block from namenode01,normal,explicit
92,9356f976_1,9356f976_1,ENTRY→CALL→RETURN→EXIT,[ERROR]:Access denied to path /user/test,explicit,explicit
93,adcf825f_1,adcf825f_1,ENTRY→TRY→CALL:requestShortCircuitShm→IF_TRUE:traceScope!=null→CALL:traceScope.close→IF_TRUE:span!=null→CALL:close→EXIT%%ENTRY→TRY→CALL:requestShortCircuitShm→IF_FALSE:traceScope!=null→EXIT,[INFO]:Requested short-circuit shared memory from namenode01,normal,explicit
94,adcf825f_1,adcf825f_1,ENTRY→TRY→CALL:requestShortCircuitShm→IF_TRUE:traceScope!=null→CALL:traceScope.close→IF_TRUE:span!=null→CALL:close→EXIT%%ENTRY→TRY→CALL:requestShortCircuitShm→IF_FALSE:traceScope!=null→EXIT,[INFO]:Trace scope closed successfully,normal,explicit
95,adcf825f_1,adcf825f_1,ENTRY→TRY→CALL:requestShortCircuitShm→IF_TRUE:traceScope!=null→CALL:traceScope.close→IF_TRUE:span!=null→CALL:close→EXIT%%ENTRY→TRY→CALL:requestShortCircuitShm→IF_FALSE:traceScope!=null→EXIT,[INFO]:Span closed successfully,normal,explicit
96,adcf825f_1,adcf825f_1,ENTRY→TRY→CALL:requestShortCircuitShm→IF_TRUE:traceScope!=null→CALL:traceScope.close→IF_TRUE:span!=null→CALL:close→EXIT%%ENTRY→TRY→CALL:requestShortCircuitShm→IF_FALSE:traceScope!=null→EXIT,"[ERROR]:Trace scope was null, exiting",explicit,explicit
97,887a26fd_1,887a26fd_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Released short-circuit file descriptors for pool data_pool_01,normal,explicit
98,887a26fd_1,887a26fd_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[ERROR]:Trace scope is null, unable to proceed",explicit,explicit
99,475c8eb2_1,475c8eb2_1,ENTRY→RegisteringStream,[TRACE]:Registering dfsInputStream for /user/data,normal,normal
100,4297f10d_1,4297f10d_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Registering dfsInputStream for /user/data,normal,explicit
101,4297f10d_1,4297f10d_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Access denied to path /user/test,explicit,explicit
102,b3207a18_1,b3207a18_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[DEBUG]:Thread interrupted, InterruptedException",explicit,explicit
103,b3207a18_1,b3207a18_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[INFO]:Thread execution interrupted, attempting recovery",normal,explicit
104,b570e521_1,b570e521_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Fetched 128MB block from namenode01,normal,explicit
