LineId,Level,Content,EventId,EventTemplate,ParameterList
92,[DEBUG],Initializing the GangliaSink for Ganglia metrics.,c297cbcd,Initializing the GangliaSink for Ganglia metrics.,[]
93,[WARN],Request remote address is NULL,ffae1c45,Request remote address is NULL,[]
94,[TRACE],Entering invalidateCache Method.,adcc5cd3,Entering <*> Method.,['invalidateCache']
95,[INFO],Completed setting up app master command: <*>,a613c541,Completed setting up app master command: <*>,['<*>']
96,[INFO],"<*>: scanning directory <*>, getName(), taskAttemptDir",b875c140,"<*>: <*> <*> <*>, getName(), <*>","['<*>', 'scanning', 'directory <*>', 'taskAttemptDir']"
97,[DEBUG],NameNode host information not yet available,1d4b118d,NameNode host information not yet available,[]
98,[DEBUG],Lease renewed with RouterClientProtocol,b8329581,Lease renewed with <*>,['RouterClientProtocol']
99,[ERROR],Init ClientRequestInterceptor error for user: <*>,48ee6319,Init <*> error for user: <*>,"['ClientRequestInterceptor', '<*>']"
100,[INFO],YARN containers restricted to yarnProcessors cores,c71e331f,YARN containers restricted to <*> <*>,['yarnProcessors cores']
101,[ERROR],"Illegal column found, skipping this column.",3c2d9168,"Illegal column found, skipping this column.",[]
102,[ERROR],Error in parsing : <*> : value <*>,13481c4d,Error in parsing : <*> : value <*>,"['<*>', '<*>']"
103,[DEBUG],Checking if component is stable,e080a5e1,Checking if <*> is <*>,"['component', 'stable']"
104,[DEBUG],Ignoring exception on hasCapability(<*>),6ece9ce4,Ignoring exception <*> <*>,['on hasCapability(<*>)']
105,[INFO],KMS unauthenticated access audited,5558405f,KMS unauthenticated access audited,[]
106,[INFO],Recovering + appStates.size() + applications,be1ef4fe,Recovering + appStates.size() + applications,[]
107,[DEBUG],Removing re-encryption status of zone <*>,db8878ae,Removing re-encryption status of zone <*>,['<*>']
108,[WARN],AsyncDataService has already shut down.,7c2bd5fd,AsyncDataService has already shut down.,[]
109,[DEBUG],"Namenode is in safemode, skipping scrubbing of corrupted lazy-persist files.",20485188,"Namenode is in safemode, skipping scrubbing of corrupted lazy-persist files.",[]
110,[INFO],"Container + containerId + already scheduled for + cleanup, no further processing",232b74dd,"Container + containerId + already scheduled for + cleanup, no further processing",[]
111,[ERROR],DIAGNOSTIC_LIMIT_CONFIG_ERROR_MESSAGE,5f508d4c,DIAGNOSTIC_LIMIT_CONFIG_ERROR_MESSAGE,[]
112,[INFO],Using clusterid: <*>,2927a0db,Using clusterid: <*>,['<*>']
113,[INFO],The thread pool initial size is + this.initialPoolSize,89880d10,The thread pool initial size is + this.initialPoolSize,[]
114,[DEBUG],Starting app allocation recording,5928d95a,Starting app allocation recording,[]
115,[DEBUG],AzureBlobFileSystem.listStatus path: <*>,35ec4677,AzureBlobFileSystem.listStatus path: <*>,['<*>']
116,[DEBUG],"AMRMProxy is ignoring event: <*>, event.getType()",37f4f8fb,"AMRMProxy is ignoring event: <*>, event.getType()",['<*>']
117,[INFO],"Node not found, ignoring the unregister from node id : + nodeId",59bffe78,"Node not found, ignoring the unregister from node id : + nodeId",[]
118,[DEBUG],CacheReport of block(s) took createCost msecs to generate and sendCost msecs for RPC and NN processing,ee32c655,CacheReport of block(s) took createCost msecs to generate and sendCost msecs for RPC and NN processing,[]
119,[DEBUG],Block<*>: Deleting buffer file as upload did not start,770bf637,Block<*>: Deleting buffer file as upload did not start,['<*>']
120,[INFO],RedundancyMonitor received an exception while shutting down.,2af2f9bc,RedundancyMonitor received an exception while shutting down.,[]
121,[WARN],Length of dest file <*>: <*> does not match that of manifest entry <*>,2c1cd0a2,Length of dest file <*>: <*> does not match that of manifest entry <*>,"['<*>', '<*>', '<*>']"
122,[ERROR],StringUtils.stringifyException(e),0a4a2dbe,StringUtils.stringifyException(e),[]
123,[WARN],"Metric name <*>, value <*> has no type.",a801d6e8,"Metric name <*>, value <*> has no type.","['<*>', '<*>']"
124,[DEBUG],Removing local resource at <*>,7442c1d4,Removing local resource at <*>,['<*>']
125,[DEBUG],Rendering metrics div,fc3d2515,Rendering metrics div,[]
126,[WARN],Specified path envBinaryPath is a directory,f87edb3c,Specified path envBinaryPath is a directory,[]
127,[DEBUG],allocate: pre-update applicationAttemptId= ...,688baa23,allocate: pre-update <*> <*>,['applicationAttemptId= ...']
128,[WARN],Deleting <*> has failed,fdb40457,Deleting <*> has failed,['<*>']
129,[DEBUG],Report already exists: <*>,404e12dc,Report already exists: <*>,['<*>']
130,[DEBUG],Exporting access keys,35b2d292,Exporting access keys,[]
131,[DEBUG],Extracting service records,36874bfe,Extracting service records,[]
132,[INFO],Action set for property: MAX_RESOURCES,8e867b73,Action set for property: <*>,['MAX_RESOURCES']
133,[DEBUG],Checking file,e0f91533,Checking <*>,['file']
134,[INFO],Finish time set for task attempt,c9a17128,Finish time set for task attempt,[]
135,[DEBUG],Deleting of <*> directory markers,324c53f3,Deleting of <*> directory markers,['<*>']
136,[INFO],Setting preemption bit for task: + yarnAttemptID + of type + yarnAttemptID.getTaskId().getTaskType(),76d12b90,Setting preemption bit for task: + yarnAttemptID + of type + yarnAttemptID.getTaskId().getTaskType(),[]
137,[DEBUG],Application <*> sends out requests for <*> reducers.,e6775f7e,Application <*> sends out <*> for <*> <*>,"['<*>', 'requests', '<*> reducers.']"
138,[INFO],Shared Cache Manager overview,1f8f8d16,Shared Cache Manager overview,[]
139,[INFO],Emitting job history data to the timeline service is enabled,4e173a5d,Emitting job history data to the timeline service is enabled,[]
140,[INFO],Done.,f5940523,Done.,[]
141,[TRACE],program + procedure # + call.getProcedure(),cb50d434,program + procedure # + call.getProcedure(),[]
142,[WARN],Error Recovery for block in pipeline datanodes: datanode index is reason,bdea7e84,Error Recovery for block in pipeline datanodes: datanode index is reason,[]
143,[DEBUG],Directory Delete encountered: <*>,4e96ddd3,Directory Delete encountered: <*>,['<*>']
144,[DEBUG],Try to commit allocation proposal=<*>,6912c531,Try to commit allocation proposal=<*>,['<*>']
145,[ERROR],No application Attempt for application : <*> started on this NM.,9f010d7d,No application Attempt for application : <*> started on this NM.,['<*>']
146,[ERROR],User doesn't have permissions to MODIFY_APP,c8cfac08,User doesn't have permissions to <*>,['MODIFY_APP']
147,[DEBUG],Failed to get number of blocks under replicated,b0cfd958,Failed to get number of <*> <*> <*>,"['blocks', 'under replicated']"
148,[INFO],Downloaded file + dstFiles.get(0).getName() + size + dstFiles.get(0).length() + bytes.,23fa2bcd,Downloaded file + <*> + size + <*> + bytes.,"['dstFiles.get(0).getName()', 'dstFiles.get(0).length()']"
149,[ERROR],Looking to preempt container + container + . Container does not belong to app + getApplicationId(),402a5e30,Looking to preempt container + container + . Container does not belong to app + getApplicationId(),[]
150,[DEBUG],Creating file in FileSystem,0b53c32f,Creating file in FileSystem,[]
151,[DEBUG],url=msgToEncode;encHash=encHash;replyHash=replyHash,2ca7960d,url=msgToEncode;encHash=encHash;replyHash=replyHash,[]
152,[DEBUG],getNewApplication try #<*> on SubCluster <*>,15b03ab1,getNewApplication try #<*> on SubCluster <*>,"['<*>', '<*>']"
153,[INFO],Prefixes generated,565501e3,Prefixes generated,[]
154,[WARN],Missing Application Id. Please try again by specifying an Application Id.,b280ce19,Missing <*> <*> Please try again by specifying <*> <*> <*>,"['Application Id.', 'an', 'Application Id.']"
155,[ERROR],"Error While Storing RMDelegationToken and SequenceNumber , e",689c8146,"Error While <*> RMDelegationToken and SequenceNumber , e",['Storing']
156,[INFO],"NativeTask Combiner is enabled, class = …",56100391,"NativeTask Combiner is enabled, class = …",[]
157,[ERROR],Error aggregating log file. Log file : <*>. <*>,86f8e904,Error aggregating log file. Log file : <*>. <*>,"['<*>', '<*>']"
158,[WARN],<*> response <*> <*>,4d1d029c,<*> response <*> <*>,"['<*>', '<*> <*>']"
159,[INFO],Action set for property: USER_MAX_RUNNING_APPS,8e867b73,Action set for property: <*>,['USER_MAX_RUNNING_APPS']
160,[WARN],Metric was emitted with no name.,53b5b042,Metric was emitted with no name.,[]
161,[WARN],Unable to create a new ApplicationId in SubCluster,7ee81718,Unable to create a new ApplicationId in SubCluster,[]
162,[INFO],Ignoring not found attempt <*>,65fec3e6,Ignoring not found attempt <*>,['<*>']
163,[DEBUG],Storing state for app <*> at <*>,2fe789df,Storing state for <*> <*> at <*>,"['app <*>', '<*>']"
164,[INFO],Loaded edits file(s),1b8124bb,Loaded edits file(s),[]
165,[ERROR],StoragePolicySatisfier thread received runtime exception.,a95f9b2f,StoragePolicySatisfier thread received runtime exception.,[]
166,[DEBUG],"Got exception while trying to read from stream <*>, client: <*> object: <*>, trying to recover:",ce284f19,"Got exception while trying to read from stream <*>, client: <*> object: <*>, trying to recover:","['<*>', '<*>', '<*>']"
167,[DEBUG],Changing meta file offset of block <*> from <*> to <*>,441943f0,Changing meta file offset of block <*> from <*> to <*>,"['<*>', '<*>', '<*>']"
168,[INFO],"Server <*> shutdown!, name",aaa5d6ec,"Server <*> shutdown!, name",['<*>']
169,[DEBUG],assignContainersOnNode: node= + node.getRMNode().getNodeAddress() + application= + application.getApplicationId().getId() + priority= + schedulerKey.getPriority() + #assigned= + (nodeLocalContainers + rackLocalContainers + offSwitchContainers),8a8b4adc,assignContainersOnNode: node= + node.getRMNode().getNodeAddress() + application= + application.getApplicationId().getId() + priority= + schedulerKey.getPriority() + #assigned= + (nodeLocalContainers + rackLocalContainers + offSwitchContainers),[]
170,[WARN],Unable to delete <*>,a9a5ea54,Unable to <*> <*>,['delete <*>']
171,[ERROR],Interrupted waiting for countdown latch,2471aad3,Interrupted waiting for <*> <*>,['countdown latch']
172,[DEBUG],Calculating UMask,8c2b1ace,Calculating UMask,[]
173,[DEBUG],"DeadNode detection is not enabled, skip to add node <*>., datanodeInfo",7f5f30f2,"DeadNode detection is not enabled, skip to add node <*>., datanodeInfo",['<*>']
174,[INFO],<*>: no pending commits to abort,e6bff4aa,<*>: <*> pending <*> to <*>,"['<*>', 'no', 'commits', 'abort']"
175,[INFO],Super post response created for UNSETSTORAGEPOLICY,0ff3856b,Super post response created for <*>,['UNSETSTORAGEPOLICY']
176,[WARN],Missing Queue. Please try again by specifying a Queue.,0d0b5d5d,Missing <*> Please try again by specifying a <*>,"['Queue.', 'Queue.']"
177,[WARN],Exception when scheduling the event of increasing resource of Container <*>,46eaa74c,Exception when scheduling the event of increasing resource of Container <*>,['<*>']
178,[INFO],"<*>: No pending component instance left, release surplus container <*>",14bec369,"<*>: No pending component instance left, release surplus container <*>","['<*>', '<*>']"
179,[INFO],Each line of output string,529260aa,Each line of output string,[]
180,[WARN],"BR lease 0x<*> is not valid for DN <*>, because the DN is not in the pending set.",4c8ee493,"BR lease 0x<*> is not valid for DN <*>, because the DN is not in the pending set.","['<*>', '<*>']"
181,[DEBUG],Checking block access token for block '<*>' with mode '<*>',fe8a63d8,Checking block access token for block '<*>' with mode '<*>',"['<*>', '<*>']"
182,[INFO],Verification result: <*>,baae998f,Verification result: <*>,['<*>']
183,[WARN],isDirectory is deprecated,00f0a3d2,isDirectory is deprecated,[]
184,[INFO],====== Fencing successful by method + method + ======,a81ca070,====== Fencing successful by method + method + ======,[]
185,[INFO],"Updating lifetime of an service: serviceName = <*>, appId = <*>, lifetime = <*>",61a1527f,"Updating lifetime of an service: serviceName = <*>, appId = <*>, lifetime = <*>","['<*>', '<*>', '<*>']"
186,[INFO],Node <*> is dead and there are no low redundancy blocks or blocks pending reconstruction. Safe to decommission or put in maintenance.,fc2bce7c,Node <*> is dead and there are no low redundancy blocks or blocks pending reconstruction. Safe to decommission or put in maintenance.,['<*>']
187,[ERROR],Failure of S3 Select request against <*>,40717a48,Failure of S3 Select request against <*>,['<*>']
188,[ERROR],"The mapping provider, <*> does not have a valid class",0a0ee940,"The mapping provider, <*> does not have a valid class",['<*>']
189,[INFO],"Keytab is configured, will login using keytab.",3ee69765,"Keytab is configured, will login using keytab.",[]
190,[INFO],"OpenFileCtx is inactive, fileId: <*>",1ae95f29,"OpenFileCtx is inactive, fileId: <*>",['<*>']
191,[DEBUG],Debugging createJobClassLoader,18e3890a,Debugging createJobClassLoader,[]
192,[INFO],updating RMDelegation token with sequence number: (actual sequence number retrieved from id.getSequenceNumber()),dc52d813,updating RMDelegation token with sequence number: (actual sequence number retrieved from id.getSequenceNumber()),[]
193,[DEBUG],Checking if the delegation token operation is allowed,eed5a486,Checking if the delegation token operation is allowed,[]
194,[DEBUG],<*>: closing stale domain peer <*>,c06c3318,<*>: closing stale domain peer <*>,"['<*>', '<*>']"
195,[WARN],"Failed to analyze storage directories for block pool <*>, nsInfo.getBlockPoolID(), e",723b3ebd,"Failed to analyze storage directories for block pool <*>, nsInfo.getBlockPoolID(), e",['<*>']
196,[ERROR],GenericObjectMapper cannot write + entity.getClass().getName() + into a byte array. Write aborted!,48f88765,GenericObjectMapper cannot write + entity.getClass().getName() + into a byte array. Write aborted!,[]
197,[INFO],Removing RMDelegationToken and SequenceNumber,2a886253,Removing RMDelegationToken and SequenceNumber,[]
198,[INFO],Got event <*> for appId <*>,e2179a23,Got event <*> for appId <*>,"['<*>', '<*>']"
199,[DEBUG],Done,f92965e2,Done,[]
200,[INFO],"AM container preempted, current appAttemptId=%s, containerId=%s, resource=%s",71ddbcfc,"AM container preempted, current appAttemptId=%s, containerId=%s, resource=%s",[]
201,[INFO],Updating RMDelegationToken_SEQUENCE_NUMBER,2fe9757e,Updating <*>,['RMDelegationToken_SEQUENCE_NUMBER']
202,[WARN],Could not connect to History server.,70c0e2f8,Could not connect to History server.,[]
203,[WARN],Signature could not be verified,1901fc1e,Signature could not be verified,[]
204,[ERROR],"<*> instantiation failed., className, e",7900f716,"<*> instantiation failed., className, e",['<*>']
205,[DEBUG],Resource sizing: <*>,630fef8d,Resource sizing: <*>,['<*>']
206,[WARN],The value of DFS_NAMENODE_AVAILABLE_SPACE_RACK_FAULT_TOLERANT_BLOCK_PLACEMENT_POLICY_BALANCED_SPACE_PREFERENCE_FRACTION_KEY is greater than 1.0 but should be in the range 0.0 - 1.0,bb38c78e,The value of <*> is greater than 1.0 but should be in the range 0.0 - 1.0,['DFS_NAMENODE_AVAILABLE_SPACE_RACK_FAULT_TOLERANT_BLOCK_PLACEMENT_POLICY_BALANCED_SPACE_PREFERENCE_FRACTION_KEY']
207,[ERROR],Failed while checking for/creating history staging path,15258075,Failed while checking for/creating history staging path,[]
208,[INFO],Unsuccessfully sent block report 0x...,e805a434,Unsuccessfully sent block report 0x...,[]
209,[ERROR],Error storing info for AMRMTokenSecretManager,91f59ffe,Error storing info for AMRMTokenSecretManager,[]
210,[INFO],"Successfully cached one replica:<*> into persistent memory, <*>",c6431bcc,"Successfully <*> one replica:<*> <*> persistent memory, <*>","['cached', '<*> into', '<*>']"
211,[TRACE],CleanerUtil.UNMAP_NOT_SUPPORTED_REASON,81056b73,CleanerUtil.UNMAP_NOT_SUPPORTED_REASON,[]
212,[WARN],Deleted a metadata file without a block + diskMetaFile.getAbsolutePath(),47133931,Deleted a metadata file without a block + diskMetaFile.getAbsolutePath(),[]
213,[INFO],Copied remote files,b4c6358d,Copied remote files,[]
214,[INFO],Creating policy manager of type: + configuration.getType(),6bf71dfe,Creating policy manager of type: + configuration.getType(),[]
215,[INFO],Activated file cache and written,50764519,Activated file cache and written,[]
216,[WARN],"Attempt to define resource ' + key + ', but it is not allowed.",b1958f79,"Attempt to define resource ' + key + ', but it is not allowed.",[]
217,[DEBUG],"Add <*> to local dead nodes, previously was <*>.",a5d866d9,"Add <*> to local dead nodes, previously was <*>.","['<*>', '<*>']"
218,[WARN],Couldn't get current user,6e6ce962,Couldn't get current user,[]
219,[INFO],Starting Router ClientRMService,e8da8c38,Starting Router ClientRMService,[]
220,[DEBUG],Block deletion is delayed during NameNode startup. The deletion will start after <*> ms.,9cc23d38,Block deletion is delayed during NameNode startup. The deletion will start after <*> ms.,['<*>']
221,[WARN],OOM was not resolved in X ms,9ba0315b,OOM was not resolved in X ms,[]
222,[ERROR],SubCluster <*> not found,28566ba6,SubCluster <*> not found,['<*>']
223,[INFO],Unexpected error occurred,9f30be19,Unexpected error occurred,[]
224,[DEBUG],"Failed to choose from the next rack (location = <*>), retry choosing randomly",3edf0f97,"Failed to choose from the next rack (location = <*>), retry choosing randomly",['<*>']
225,[INFO],Scheduling Request made: <*>,49498da7,Scheduling Request made: <*>,['<*>']
226,[INFO],Starting DataNode with maxLockedMemory = <*>,ace4c92c,Starting DataNode with maxLockedMemory = <*>,['<*>']
