entry_id,BlockId,log_key,exec_flow,log_segment,single_log_label,block_log_label
20,1d5e10a3_1,1d5e10a3_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Could not configure server because SASL configuration did not allow the ZooKeeper server to authenticate itself properly: securityException,explicit,explicit
21,1d5e10a3_1,1d5e10a3_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Could not configure server because SASL configuration did not allow the ZooKeeper server to authenticate itself properly: securityException,explicit,explicit
22,1d5e10a3_1,1d5e10a3_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Could not configure server because SASL configuration did not allow the ZooKeeper server to authenticate itself properly: securityException,explicit,explicit
23,1d5e10a3_1,1d5e10a3_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Login user set successfully,normal,explicit
24,8c261744_1,8c261744_1,ENTRY→ConditionCheck,[ERROR]:SSL isn't supported in NIOServerCnxn,explicit,explicit
25,afe2aa34_1,afe2aa34_1,ENTRY→EXIT,[INFO]:Set text trace mask to 0x1a2b3c4d,normal,normal
26,078913a0_1,078913a0_1,ENTRY→!initialized && checkFourLetterWord%%ENTRY→OtherBranch,"[ERROR]:Error cancelling command selection key, Exception",explicit,explicit
27,078913a0_1,078913a0_1,ENTRY→!initialized && checkFourLetterWord%%ENTRY→OtherBranch,"[DEBUG]:Command ""UNKNOWN_CMD"" is not executed because it is not in the whitelist.",normal,explicit
28,078913a0_1,078913a0_1,ENTRY→!initialized && checkFourLetterWord%%ENTRY→OtherBranch,"[INFO]:Processing ""KNOWN_CMD"" command from ""192.168.1.10:8080""",normal,explicit
29,078913a0_1,078913a0_1,ENTRY→!initialized && checkFourLetterWord%%ENTRY→OtherBranch,[INFO]:Set text trace mask to 0x1a2b3c,normal,explicit
30,cfc8639a_1,cfc8639a_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[DEBUG]:Socket is open, proceeding with operation",normal,normal
31,cfc8639a_1,cfc8639a_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Closing socket connection,normal,normal
32,a1ca3a63_1,a1ca3a63_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[DEBUG]:Ignoring exception during selection key cancel,normal,normal
33,a1ca3a63_1,a1ca3a63_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[DEBUG]:Socket closed successfully,normal,normal
34,d1147373_1,d1147373_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Error cancelling command selection key,explicit,explicit
35,d1147373_1,d1147373_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[DEBUG]:Command ""trace"" is not executed because it is not in the whitelist",normal,explicit
36,d1147373_1,d1147373_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[INFO]:Processing ""trace"" command from /192.168.1.100:8080",normal,explicit
37,d1147373_1,d1147373_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Set text trace mask to 0xFF,normal,explicit
38,d1147373_1,d1147373_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[WARN]:Trying to do I/O on a null socket for session: 0x123456789ABCDEF,normal,explicit
39,d1147373_1,d1147373_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Socket error: Connection reset by peer,normal,explicit
40,d1147373_1,d1147373_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[DEBUG]:Ignoring exception during selection key cancel,normal,explicit
41,d1147373_1,d1147373_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[DEBUG]:Socket closed successfully,normal,explicit
42,f017adf3_1,f017adf3_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Fetched 128MB block from namenode01,normal,explicit
43,f017adf3_1,f017adf3_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Access denied to path /user/test,explicit,explicit
44,83e0e7fc_1,83e0e7fc_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[DEBUG]:Invalid name ""zookeeperBean"" for class org.apache.zookeeper.jmx.ZKMBeanInfo",implicit,implicit
45,8d5fd05c_1,8d5fd05c_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Fetched 128MB block from namenode01,normal,explicit
46,8d5fd05c_1,8d5fd05c_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Access denied to path /user/test,explicit,explicit
47,290b45d8_1,290b45d8_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Accessing mapBean2Path,normal,implicit
48,290b45d8_1,290b45d8_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[WARN]:Failed to register MBean ""exampleBean""",implicit,implicit
49,290b45d8_1,290b45d8_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[DEBUG]:Invalid name ""exampleBeanName"" for class ""org.apache.zookeeper.jmx.ZKMBeanInfo""",implicit,implicit
50,771fc8a5_1,771fc8a5_1,ENTRY→TRY→IF_TRUE%%ENTRY→TRY→IF_FALSE,[INFO]:Unregistered MBean from registry,normal,normal
51,a3d7f8a4_1,a3d7f8a4_1,ENTRY→CALL: shutdown→TRY→IF_TRUE: jmxServerBean != null→CALL: MBeanRegistry.getInstance().unregister→EXIT%%ENTRY→CALL: shutdown→TRY→IF_FALSE: jmxServerBean != null→EXIT,[WARN]:Failed to unregister with JMX,implicit,implicit
52,c4f5362c_1,c4f5362c_1,ENTRY→EXIT,[DEBUG]:Initializing leader election protocol...,normal,normal
53,7cf2c02e_1,7cf2c02e_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Fetched 128MB block from namenode01,normal,explicit
54,7cf2c02e_1,7cf2c02e_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Access denied to path /user/test,explicit,explicit
55,37b80475_1,37b80475_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Accessing /mapBean2Path,normal,implicit
56,37b80475_1,37b80475_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[WARN]:Failed to register MBean ""bean-01""",implicit,implicit
57,6f1c930f_1,6f1c930f_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Fetched last logged transaction ID 1024,normal,explicit
58,6f1c930f_1,6f1c930f_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Access denied to path /user/data,explicit,explicit
59,9a354659_1,9a354659_1,ENTRY→lookForLeader→ConditionCheck%%ENTRY→getInitLastLoggedZxid→ConditionCheck,"[INFO]:New election. My id = 1, proposed zxid=0x100",normal,normal
60,9a354659_1,9a354659_1,ENTRY→lookForLeader→ConditionCheck%%ENTRY→getInitLastLoggedZxid→ConditionCheck,"[DEBUG]:Adding vote: from=2, proposed leader=3, proposed zxid=0x100, proposed election epoch=0x200",normal,normal
61,9a354659_1,9a354659_1,ENTRY→lookForLeader→ConditionCheck%%ENTRY→getInitLastLoggedZxid→ConditionCheck,[INFO]:Notification time out: 5000 ms,normal,normal
62,9a354659_1,9a354659_1,ENTRY→lookForLeader→ConditionCheck%%ENTRY→getInitLastLoggedZxid→ConditionCheck,[DEBUG]:getLastLoggedZxid,normal,normal
63,7d7faa25_1,7d7faa25_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Accessing mapBean2Path,normal,implicit
64,7d7faa25_1,7d7faa25_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[WARN]:Failed to register MBean ""ZooKeeperServerBean""",implicit,implicit
65,7d7faa25_1,7d7faa25_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[DEBUG]:Invalid name ""InvalidBeanName"" for class ""org.apache.zookeeper.server.ZooKeeperServer""",implicit,implicit
66,a43bbe11_1,a43bbe11_1,ENTRY→lookForLeader→ConditionCheck%%ENTRY→getInitLastLoggedZxid→ConditionCheck,"[INFO]:New election. My id = 1, proposed zxid=0x100",normal,normal
67,a43bbe11_1,a43bbe11_1,ENTRY→lookForLeader→ConditionCheck%%ENTRY→getInitLastLoggedZxid→ConditionCheck,"[DEBUG]:Adding vote: from=2, proposed leader=3, proposed zxid=0x100, proposed election epoch=0x1",normal,normal
68,a43bbe11_1,a43bbe11_1,ENTRY→lookForLeader→ConditionCheck%%ENTRY→getInitLastLoggedZxid→ConditionCheck,[INFO]:Notification time out: 5000 ms,normal,normal
69,a43bbe11_1,a43bbe11_1,ENTRY→lookForLeader→ConditionCheck%%ENTRY→getInitLastLoggedZxid→ConditionCheck,[DEBUG]:getLastLoggedZxid,normal,normal
70,0ef137db_1,0ef137db_1,ENTRY→SWITCH: qp.getType()→CASE: Leader.PING→CALL: ping→BREAK→EXIT%%ENTRY→SWITCH: qp.getType()→CASE: Leader.REVALIDATE→CALL: revalidate→BREAK→EXIT%%ENTRY→SWITCH: qp.getType()→CASE: Leader.SYNC→CALL: sync→BREAK→EXIT,[INFO]:Ping operation executed,normal,normal
71,0ef137db_2,0ef137db_2,ENTRY→SWITCH: qp.getType()→CASE: Leader.PROPOSAL→BREAK→EXIT%%ENTRY→SWITCH: qp.getType()→CASE: Leader.COMMIT→BREAK→EXIT,[WARN]:Ignoring proposal,normal,normal
72,0ef137db_3,0ef137db_3,ENTRY→SWITCH: qp.getType()→CASE: Leader.UPTODATE→BREAK→EXIT,[ERROR]:Received an UPTODATE message after Observer started,explicit,explicit
73,0ef137db_4,0ef137db_4,ENTRY→SWITCH: qp.getType()→CASE: Leader.INFORM→CALL: add→CALL: deserializeTxn→CALL: getData→CALL: getData→CALL: logLatency→CALL: commitRequest→BREAK→EXIT,[INFO]:Learner commit received and processed,normal,normal
74,0ef137db_5,0ef137db_5,ENTRY→SWITCH: qp.getType()→CASE: Leader.INFORMANDACTIVATE→CALL: get→CALL: deserializeTxn→CALL: getTxn→CALL: toRequest→CALL: commitRequest→IF_TRUE: majorChange→THROW: Exception→EXIT%%ENTRY→SWITCH: qp.getType()→CASE: Leader.INFORMANDACTIVATE→CALL: get→CALL: deserializeTxn→CALL: getTxn→CALL: toRequest→CALL: commitRequest→IF_FALSE: majorChange→BREAK→EXIT,[ERROR]:Changes proposed in reconfig,explicit,explicit
75,0ef137db_6,0ef137db_6,ENTRY→SWITCH: qp.getType()→CASE: Unknown→BREAK→EXIT,[WARN]:Unknown packet type: UnknownType,normal,normal
76,eb7f58f3_1,eb7f58f3_1,ENTRY→TRY→EXCEPTION%%ENTRY→TRY→THROW,[WARN]:Exception when observing the leader,explicit,explicit
77,eb7f58f3_1,eb7f58f3_1,ENTRY→TRY→EXCEPTION%%ENTRY→TRY→THROW,[INFO]:Disconnected from leader (with address: https://leader-node:2181). Was connected for 5000ms. Sync state: RECONFIGURED,explicit,explicit
78,eb7f58f3_2,eb7f58f3_2,ENTRY→SWITCH→CASE:Leader.PROPOSAL%%ENTRY→SWITCH→CASE:Leader.COMMIT%%ENTRY→SWITCH→CASE:Leader.UPTODATE%%ENTRY→SWITCH→CASE:Leader.INFORMANDACTIVATE%%ENTRY→SWITCH→CASE:Unknown,[WARN]:Ignoring proposal,normal,explicit
79,eb7f58f3_2,eb7f58f3_2,ENTRY→SWITCH→CASE:Leader.PROPOSAL%%ENTRY→SWITCH→CASE:Leader.COMMIT%%ENTRY→SWITCH→CASE:Leader.UPTODATE%%ENTRY→SWITCH→CASE:Leader.INFORMANDACTIVATE%%ENTRY→SWITCH→CASE:Unknown,[WARN]:Ignoring commit,normal,explicit
80,eb7f58f3_2,eb7f58f3_2,ENTRY→SWITCH→CASE:Leader.PROPOSAL%%ENTRY→SWITCH→CASE:Leader.COMMIT%%ENTRY→SWITCH→CASE:Leader.UPTODATE%%ENTRY→SWITCH→CASE:Leader.INFORMANDACTIVATE%%ENTRY→SWITCH→CASE:Unknown,[ERROR]:Received an UPTODATE message after Observer started,explicit,explicit
81,eb7f58f3_2,eb7f58f3_2,ENTRY→SWITCH→CASE:Leader.PROPOSAL%%ENTRY→SWITCH→CASE:Leader.COMMIT%%ENTRY→SWITCH→CASE:Leader.UPTODATE%%ENTRY→SWITCH→CASE:Leader.INFORMANDACTIVATE%%ENTRY→SWITCH→CASE:Unknown,"[WARN]:Unknown packet type: INFORM, LearnerHandler.packetToString(qp)",normal,explicit
82,d504b831_1,d504b831_1,ENTRY→ShutdownObserver%%ENTRY→Shutdown,[INFO]:Observer shutdown initiated,normal,normal
83,d504b831_1,d504b831_1,ENTRY→ShutdownObserver%%ENTRY→Shutdown,[INFO]:Shutdown operation completed successfully,normal,normal
84,f9f11c2b_1,f9f11c2b_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Fetched 128MB block from namenode01,normal,explicit
85,f9f11c2b_1,f9f11c2b_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Access denied to path /user/test,explicit,explicit
86,5f8a114c_1,5f8a114c_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[WARN]:Got zxid 0x0 expected 0x1,normal,explicit
87,5f8a114c_1,5f8a114c_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[INFO]:Request logged,normal,explicit
88,5f8a114c_1,5f8a114c_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:Received an UPTODATE message after Follower started,explicit,explicit
89,5f8a114c_1,5f8a114c_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[WARN]:Unknown packet type: SYNC,normal,explicit
90,fe9d88fb_1,fe9d88fb_1,ENTRY→SWITCH: getType%%ENTRY→CALL: configureJobJar,[WARN]:Got zxid 0x1 expected 0x2,normal,explicit
91,fe9d88fb_1,fe9d88fb_1,ENTRY→SWITCH: getType%%ENTRY→CALL: configureJobJar,[INFO]:Request logged,normal,explicit
92,fe9d88fb_1,fe9d88fb_1,ENTRY→SWITCH: getType%%ENTRY→CALL: configureJobJar,[ERROR]:Received an UPTODATE message after Follower started,explicit,explicit
93,fe9d88fb_1,fe9d88fb_1,ENTRY→SWITCH: getType%%ENTRY→CALL: configureJobJar,[WARN]:Unknown packet type: UNKNOWN_PACKET_TYPE,normal,explicit
94,fe9d88fb_1,fe9d88fb_1,ENTRY→SWITCH: getType%%ENTRY→CALL: configureJobJar,[INFO]:FOLLOWING - LEADER ELECTION TOOK - 500ms ms,normal,explicit
95,fe9d88fb_1,fe9d88fb_1,ENTRY→SWITCH: getType%%ENTRY→CALL: configureJobJar,[INFO]:Disconnected from leader (with address: https://leader-node:2181). Was connected for 3000ms. Sync state: COMPLETED,normal,explicit
96,bf2972a2_1,bf2972a2_1,ENTRY→ShutdownFollower,[INFO]:Shutdown Follower,normal,normal
97,03049d5e_1,03049d5e_1,ENTRY→QuorumListenOnAllIPsCheck%%ENTRY→QuorumAddressCheck,[INFO]:Initialized buffer statistics for proposal tracking,normal,both
98,03049d5e_1,03049d5e_1,ENTRY→QuorumListenOnAllIPsCheck%%ENTRY→QuorumAddressCheck,"[INFO]:Fetched quorum addresses: [""192.168.1.1:2181"", ""192.168.1.2:2181""]",normal,both
99,03049d5e_1,03049d5e_1,ENTRY→QuorumListenOnAllIPsCheck%%ENTRY→QuorumAddressCheck,[INFO]:Created server socket at address 192.168.1.1:2181 with SSL enabled,normal,both
100,03049d5e_1,03049d5e_1,ENTRY→QuorumListenOnAllIPsCheck%%ENTRY→QuorumAddressCheck,[INFO]:Created server socket at address 192.168.1.2:2181 with SSL enabled,normal,both
101,03049d5e_1,03049d5e_1,ENTRY→QuorumListenOnAllIPsCheck%%ENTRY→QuorumAddressCheck,"[ERROR]:Leader failed to initialize any of the following sockets: [""192.168.1.1:2181"", ""192.168.1.2:2181""]",both,both
102,7e8fa7b0_1,7e8fa7b0_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[DEBUG]:Quorum address resolved to wildcard addresses,normal,explicit
103,7e8fa7b0_1,7e8fa7b0_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[ERROR]:IOException thrown due to empty server sockets,explicit,explicit
104,f132ecbd_1,f132ecbd_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[WARN]:Failed to register with JMX, exception occurred",implicit,implicit
105,f132ecbd_1,f132ecbd_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[WARN]:Failed to register MBean ""LeaderElectionBean""",implicit,implicit
106,718b1ec7_1,718b1ec7_1,ENTRY→TRY→IF_TRUE%%ENTRY→TRY→IF_FALSE,[INFO]:Unregistered MBean from registry,normal,normal
107,f88a8532_1,f88a8532_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,[WARN]:Failed to unregister with JMX,implicit,implicit
108,f88a8532_1,f88a8532_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[WARN]:Failed to register with JMX, exception occurred",implicit,implicit
109,f88a8532_1,f88a8532_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[WARN]:Failed to register MBean ""LeaderElectionBean""",implicit,implicit
110,f88a8532_2,f88a8532_2,ENTRY→ConfigureJobJar%%ENTRY→SetupDistributedCache,[INFO]:LEADING - LEADER ELECTION TOOK - 500ms milliseconds,normal,normal
111,f88a8532_2,f88a8532_2,ENTRY→ConfigureJobJar%%ENTRY→SetupDistributedCache,"[DEBUG]:Set lastSeenQuorumVerifier to currentQuorumVerifier (""QuorumVerifierData"")",normal,normal
112,f88a8532_2,f88a8532_2,ENTRY→ConfigureJobJar%%ENTRY→SetupDistributedCache,"[INFO]:NEWLEADER proposal has Zxid of ""0x12345abc""",normal,normal
113,f88a8532_3,f88a8532_3,ENTRY→ShutdownProcess,[INFO]:Shutting down,normal,normal
114,f88a8532_3,f88a8532_3,ENTRY→ShutdownProcess,"[INFO]:Shutdown called. For the reason ""Maintenance"", reason",normal,normal
115,031f8582_1,031f8582_1,ENTRY→TRY→EXCEPTION:clear→CATCH:InterruptedException→LOG:Ignoring unexpected exception%%ENTRY→TRY→CALL:queuedPackets.put→EXCEPTION:put→CATCH:InterruptedException→LOG:Ignoring unexpected exception%%ENTRY→TRY→CALL:queuedPackets.put,[WARN]:Ignoring unexpected exception,explicit,explicit
116,031f8582_1,031f8582_1,ENTRY→TRY→EXCEPTION:clear→CATCH:InterruptedException→LOG:Ignoring unexpected exception%%ENTRY→TRY→CALL:queuedPackets.put→EXCEPTION:put→CATCH:InterruptedException→LOG:Ignoring unexpected exception%%ENTRY→TRY→CALL:queuedPackets.put,[INFO]:Socket closed successfully,explicit,explicit
117,031f8582_1,031f8582_1,ENTRY→TRY→EXCEPTION:clear→CATCH:InterruptedException→LOG:Ignoring unexpected exception%%ENTRY→TRY→CALL:queuedPackets.put→EXCEPTION:put→CATCH:InterruptedException→LOG:Ignoring unexpected exception%%ENTRY→TRY→CALL:queuedPackets.put,[INFO]:Thread interrupted,explicit,explicit
118,031f8582_1,031f8582_1,ENTRY→TRY→EXCEPTION:clear→CATCH:InterruptedException→LOG:Ignoring unexpected exception%%ENTRY→TRY→CALL:queuedPackets.put→EXCEPTION:put→CATCH:InterruptedException→LOG:Ignoring unexpected exception%%ENTRY→TRY→CALL:queuedPackets.put,[INFO]:Removed learner handler from master,explicit,explicit
119,031f8582_1,031f8582_1,ENTRY→TRY→EXCEPTION:clear→CATCH:InterruptedException→LOG:Ignoring unexpected exception%%ENTRY→TRY→CALL:queuedPackets.put→EXCEPTION:put→CATCH:InterruptedException→LOG:Ignoring unexpected exception%%ENTRY→TRY→CALL:queuedPackets.put,[INFO]:Unregistered learner handler bean,explicit,explicit
120,5ce38c16_1,5ce38c16_1,ENTRY→ConditionCheck,[INFO]:Shutting down,normal,normal
121,5ce38c16_1,5ce38c16_1,ENTRY→ConditionCheck,"[INFO]:Shutdown called. For the reason ""maintenance"", reason",normal,normal
122,5ce38c16_1,5ce38c16_1,ENTRY→ConditionCheck,"[WARN]:Ignoring unexpected exception, connection error",normal,normal
123,e7589eef_1,e7589eef_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[DEBUG]:Unregister MBean ""mbean_01"", objName",normal,implicit
124,e7589eef_1,e7589eef_1,ENTRY→ConditionCheck%%ENTRY→OtherBranch,"[DEBUG]:Invalid name ""testBean"" for class org.apache.zookeeper.jmx.ZKMBeanInfo",implicit,implicit
125,a20ba4b9_1,a20ba4b9_1,ENTRY→ConditionCheck%%ENTRY→unregisterAll,"[DEBUG]:Unregister MBean [MBeanObjectName], objName",normal,implicit
126,a20ba4b9_1,a20ba4b9_1,ENTRY→ConditionCheck%%ENTRY→unregisterAll,"[DEBUG]:Invalid name ""InvalidBeanName"" for class InvalidBeanClass",implicit,implicit
127,67a23884_1,67a23884_1,ENTRY→SWITCH:getPeerState()→CASE:LOOKING→startLeaderElection→makeLEStrategy().lookForLeader%%ENTRY→SWITCH:getPeerState()→CASE:OBSERVING→makeObserver→observer.observeLeader%%ENTRY→SWITCH:getPeerState()→CASE:FOLLOWING→makeFollower→follower.followLeader%%ENTRY→SWITCH:getPeerState()→CASE:LEADING→makeLeader→leader.lead%%ENTRY→SWITCH:getPeerState()→CASE:UnknownState,[DEBUG]:Starting quorum peer,normal,normal
128,67a23884_1,67a23884_1,ENTRY→SWITCH:getPeerState()→CASE:LOOKING→startLeaderElection→makeLEStrategy().lookForLeader%%ENTRY→SWITCH:getPeerState()→CASE:OBSERVING→makeObserver→observer.observeLeader%%ENTRY→SWITCH:getPeerState()→CASE:FOLLOWING→makeFollower→follower.followLeader%%ENTRY→SWITCH:getPeerState()→CASE:LEADING→makeLeader→leader.lead%%ENTRY→SWITCH:getPeerState()→CASE:UnknownState,[INFO]:LOOKING,normal,normal
